"ACWI","SPX","LGTRTRUU","LGDRTRUU","LG30TRUU","CCMP","SPTSX","MEXBOL","IBOV","IPSA","MERVAL","IGBVL","FTSE.100","CAC.40","DAX","IBEX","FTSEMIB","AEX","OMX","RTS","SMI","NKY","HSI","KOSPI","TWSE","JCI","FBMKLCI","ASX","NZSE","STI","CL1","HG1","GOLD","S1","mandy"
-0.636514168294813,-0.692012964831874,-0.682908104700472,-0.692012964831874,-0.682908104700472,-0.664528438654915,-0.692012964831874,-0.682908104700472,-0.598269588585257,-0.682908104700472,-0.682908104700472,-0.664528438654915,-0.664528438654915,-0.598269588585257,-0.636514168294813,-0.598269588585257,-0.598269588585257,-0.548874384484994,-0.598269588585257,-0.682908104700472,-0.682908104700472,-0.692012964831874,-0.636514168294813,-0.682908104700472,-0.598269588585257,-0.692012964831874,-0.636514168294813,-0.636514168294813,-0.664528438654915,-0.636514168294813,-0.636514168294813,-0.636514168294813,-0.664528438654915,-0.682908104700472,"09/2002"
-0.684616277801305,-0.692201702962277,-0.646090505060809,-0.669327963292645,-0.573964491393324,-0.684616277801305,-0.684616277801305,-0.692201702962277,-0.669327963292645,-0.684616277801305,-0.669327963292645,-0.573964491393324,-0.692201702962277,-0.684616277801305,-0.692201702962277,-0.692201702962277,-0.692201702962277,-0.692201702962277,-0.692201702962277,-0.669327963292645,-0.669327963292645,-0.692201702962277,-0.692201702962277,-0.669327963292645,-0.692201702962277,-0.692201702962277,-0.692201702962277,-0.692201702962277,-0.692201702962277,-0.646090505060809,-0.669327963292645,-0.692201702962277,-0.692201702962277,-0.669327963292645,"10/2002"
-0.692012964831874,-0.682908104700472,-0.692012964831874,-0.692012964831874,-0.410116318288409,-0.664528438654915,-0.664528438654915,-0.692012964831874,-0.636514168294813,-0.664528438654915,-0.664528438654915,-0.548874384484994,-0.682908104700472,-0.692012964831874,-0.682908104700472,-0.692012964831874,-0.692012964831874,-0.682908104700472,-0.682908104700472,-0.682908104700472,-0.692012964831874,-0.636514168294813,-0.636514168294813,-0.692012964831874,-0.682908104700472,-0.636514168294813,-0.636514168294813,-0.692012964831874,-0.682908104700472,-0.664528438654915,-0.692012964831874,-0.664528438654915,-0.692012964831874,-0.598269588585257,"11/2002"
-0.664528438654915,-0.664528438654915,-0.314492201281411,-0.410116318288409,-0.314492201281411,-0.664528438654915,-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.664528438654915,-0.692012964831874,-0.692012964831874,-0.682908104700472,-0.682908104700472,-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.664528438654915,-0.664528438654915,-0.682908104700472,-0.664528438654915,-0.682908104700472,-0.682908104700472,-0.682908104700472,-0.636514168294813,-0.548874384484994,-0.664528438654915,-0.682908104700472,-0.692012964831874,-0.692012964831874,-0.598269588585257,-0.664528438654915,-0.598269588585257,-0.682908104700472,"12/2002"
-0.693147180559945,-0.6765259604935,-0.585952618303551,-0.585952618303551,-0.585952618303551,-0.693147180559945,-0.6765259604935,-0.689009238476659,-0.655481773901393,-0.689009238476659,-0.689009238476659,-0.535959889216217,-0.535959889216217,-0.693147180559945,-0.689009238476659,-0.693147180559945,-0.689009238476659,-0.625491359725573,-0.689009238476659,-0.689009238476659,-0.6765259604935,-0.689009238476659,-0.689009238476659,-0.689009238476659,-0.585952618303551,-0.689009238476659,-0.693147180559945,-0.693147180559945,-0.689009238476659,-0.6765259604935,-0.655481773901393,-0.655481773901393,-0.693147180559945,-0.689009238476659,"01/2003"
-0.693147180559945,-0.688138813713588,-0.688138813713588,-0.673011667009257,-0.673011667009257,-0.693147180559945,-0.693147180559945,-0.693147180559945,-0.688138813713588,-0.673011667009257,-0.688138813713588,-0.693147180559945,-0.693147180559945,-0.688138813713588,-0.693147180559945,-0.688138813713588,-0.688138813713588,-0.693147180559945,-0.693147180559945,-0.562335144618808,-0.693147180559945,-0.693147180559945,-0.688138813713588,-0.647446639034633,-0.673011667009257,-0.673011667009257,-0.693147180559945,-0.693147180559945,-0.688138813713588,-0.688138813713588,-0.647446639034633,-0.688138813713588,-0.688138813713588,-0.673011667009257,"02/2003"
-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.410116318288409,-0.682908104700472,-0.692012964831874,-0.682908104700472,-0.548874384484994,-0.664528438654915,-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.664528438654915,-0.682908104700472,-0.692012964831874,-0.664528438654915,-0.664528438654915,-0.664528438654915,-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.598269588585257,-0.636514168294813,-0.636514168294813,-0.692012964831874,-0.682908104700472,-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.664528438654915,-0.664528438654915,-0.692012964831874,-0.692012964831874,"03/2003"
-0.664528438654915,-0.682908104700472,-0.692012964831874,-0.682908104700472,-0.191444081957717,-0.682908104700472,-0.664528438654915,-0.598269588585257,-0.636514168294813,-0.410116318288409,-0.636514168294813,-0.548874384484994,-0.664528438654915,-0.636514168294813,-0.664528438654915,-0.636514168294813,-0.636514168294813,-0.682908104700472,-0.598269588585257,-0.598269588585257,-0.636514168294813,-0.692012964831874,-0.682908104700472,-0.598269588585257,-0.692012964831874,-0.598269588585257,-0.682908104700472,-0.682908104700472,-0.636514168294813,-0.692012964831874,-0.682908104700472,-0.692012964831874,-0.692012964831874,-0.692012964831874,"04/2003"
-0.585952618303551,-0.689009238476659,-0.625491359725573,-0.585952618303551,-0.474139313057837,-0.655481773901393,-0.655481773901393,-0.655481773901393,-0.585952618303551,-0.535959889216217,-0.689009238476659,-0.6765259604935,-0.655481773901393,-0.655481773901393,-0.689009238476659,-0.655481773901393,-0.585952618303551,-0.6765259604935,-0.6765259604935,-0.625491359725573,-0.6765259604935,-0.625491359725573,-0.6765259604935,-0.655481773901393,-0.625491359725573,-0.625491359725573,-0.535959889216217,-0.689009238476659,-0.585952618303551,-0.6765259604935,-0.655481773901393,-0.6765259604935,-0.6765259604935,-0.6765259604935,"05/2003"
-0.682908104700472,-0.682908104700472,-0.682908104700472,-0.692012964831874,-0.664528438654915,-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.682908104700472,-0.636514168294813,-0.692012964831874,-0.692012964831874,-0.682908104700472,-0.692012964831874,-0.636514168294813,-0.682908104700472,-0.682908104700472,-0.636514168294813,-0.636514168294813,-0.598269588585257,-0.598269588585257,-0.692012964831874,-0.636514168294813,-0.664528438654915,-0.692012964831874,-0.664528438654915,-0.636514168294813,-0.598269588585257,-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.682908104700472,"06/2003"
-0.684616277801305,-0.692201702962277,-0.669327963292645,-0.646090505060809,-0.692201702962277,-0.669327963292645,-0.52358633748126,-0.684616277801305,-0.692201702962277,-0.669327963292645,-0.692201702962277,-0.669327963292645,-0.692201702962277,-0.684616277801305,-0.669327963292645,-0.684616277801305,-0.692201702962277,-0.684616277801305,-0.692201702962277,-0.692201702962277,-0.692201702962277,-0.692201702962277,-0.646090505060809,-0.646090505060809,-0.684616277801305,-0.692201702962277,-0.669327963292645,-0.646090505060809,-0.684616277801305,-0.669327963292645,-0.684616277801305,-0.692201702962277,-0.684616277801305,-0.646090505060809,"07/2003"
-0.664528438654915,-0.548874384484994,-0.682908104700472,-0.682908104700472,-0.682908104700472,-0.692012964831874,-0.636514168294813,-0.664528438654915,-0.598269588585257,-0.636514168294813,-0.692012964831874,-0.636514168294813,-0.664528438654915,-0.664528438654915,-0.692012964831874,-0.692012964831874,-0.664528438654915,-0.664528438654915,-0.682908104700472,-0.548874384484994,-0.692012964831874,-0.682908104700472,-0.682908104700472,-0.636514168294813,-0.692012964831874,-0.664528438654915,-0.598269588585257,-0.664528438654915,-0.664528438654915,-0.664528438654915,-0.682908104700472,-0.692012964831874,-0.664528438654915,-0.548874384484994,"08/2003"
-0.689009238476659,-0.693147180559945,-0.655481773901393,-0.535959889216217,-0.585952618303551,-0.693147180559945,-0.693147180559945,-0.585952618303551,-0.6765259604935,-0.6765259604935,-0.625491359725573,-0.655481773901393,-0.6765259604935,-0.6765259604935,-0.6765259604935,-0.655481773901393,-0.689009238476659,-0.625491359725573,-0.693147180559945,-0.655481773901393,-0.689009238476659,-0.655481773901393,-0.6765259604935,-0.693147180559945,-0.689009238476659,-0.655481773901393,-0.6765259604935,-0.689009238476659,-0.689009238476659,-0.693147180559945,-0.689009238476659,-0.6765259604935,-0.689009238476659,-0.585952618303551,"09/2003"
-0.614503320310728,-0.614503320310728,-0.684616277801305,-0.692201702962277,-0.684616277801305,-0.646090505060809,-0.573964491393324,-0.684616277801305,-0.669327963292645,-0.684616277801305,-0.614503320310728,-0.646090505060809,-0.684616277801305,-0.684616277801305,-0.646090505060809,-0.684616277801305,-0.669327963292645,-0.684616277801305,-0.669327963292645,-0.684616277801305,-0.684616277801305,-0.646090505060809,-0.614503320310728,-0.646090505060809,-0.669327963292645,-0.692201702962277,-0.52358633748126,-0.669327963292645,-0.692201702962277,-0.614503320310728,-0.646090505060809,-0.614503320310728,-0.692201702962277,-0.614503320310728,"10/2003"
-0.647446639034633,-0.688138813713588,-0.647446639034633,-0.673011667009257,-0.500402423538188,-0.693147180559945,-0.688138813713588,-0.673011667009257,-0.647446639034633,-0.693147180559945,-0.562335144618808,-0.688138813713588,-0.688138813713588,-0.693147180559945,-0.693147180559945,-0.673011667009257,-0.647446639034633,-0.673011667009257,-0.673011667009257,-0.693147180559945,-0.673011667009257,-0.688138813713588,-0.688138813713588,-0.688138813713588,-0.688138813713588,-0.693147180559945,-0.693147180559945,-0.688138813713588,-0.673011667009257,-0.688138813713588,-0.673011667009257,-0.688138813713588,-0.673011667009257,-0.693147180559945,"11/2003"
-0.398307113805284,-0.655481773901393,-0.625491359725573,-0.625491359725573,-0.184907399167776,-0.689009238476659,-0.625491359725573,-0.625491359725573,-0.585952618303551,-0.655481773901393,-0.689009238476659,-0.585952618303551,-0.625491359725573,-0.6765259604935,-0.655481773901393,-0.535959889216217,-0.689009238476659,-0.6765259604935,-0.625491359725573,-0.625491359725573,-0.6765259604935,-0.625491359725573,-0.6765259604935,-0.689009238476659,-0.689009238476659,-0.585952618303551,-0.693147180559945,-0.6765259604935,-0.655481773901393,-0.6765259604935,-0.6765259604935,-0.585952618303551,-0.625491359725573,-0.693147180559945,"12/2003"
-0.682908104700472,-0.682908104700472,-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.682908104700472,-0.692012964831874,-0.636514168294813,-0.692012964831874,-0.636514168294813,-0.682908104700472,-0.636514168294813,-0.682908104700472,-0.682908104700472,-0.664528438654915,-0.598269588585257,-0.664528438654915,-0.692012964831874,-0.598269588585257,-0.664528438654915,-0.636514168294813,-0.692012964831874,-0.664528438654915,-0.664528438654915,-0.548874384484994,-0.664528438654915,-0.682908104700472,-0.692012964831874,-0.636514168294813,-0.486912709464602,-0.682908104700472,-0.664528438654915,-0.682908104700472,-0.682908104700472,"01/2004"
-0.688138813713588,-0.688138813713588,-0.688138813713588,-0.647446639034633,-0.693147180559945,-0.688138813713588,-0.673011667009257,-0.610864302054894,-0.693147180559945,-0.562335144618808,-0.688138813713588,-0.693147180559945,-0.693147180559945,-0.610864302054894,-0.688138813713588,-0.562335144618808,-0.673011667009257,-0.610864302054894,-0.673011667009257,-0.562335144618808,-0.647446639034633,-0.693147180559945,-0.688138813713588,-0.647446639034633,-0.647446639034633,-0.673011667009257,-0.500402423538188,-0.647446639034633,-0.673011667009257,-0.673011667009257,-0.673011667009257,-0.610864302054894,-0.688138813713588,-0.500402423538188,"02/2004"
-0.692201702962277,-0.684616277801305,-0.692201702962277,-0.692201702962277,-0.669327963292645,-0.669327963292645,-0.669327963292645,-0.684616277801305,-0.692201702962277,-0.692201702962277,-0.692201702962277,-0.462036909466457,-0.692201702962277,-0.669327963292645,-0.684616277801305,-0.669327963292645,-0.669327963292645,-0.692201702962277,-0.669327963292645,-0.614503320310728,-0.684616277801305,-0.692201702962277,-0.669327963292645,-0.692201702962277,-0.692201702962277,-0.684616277801305,-0.614503320310728,-0.684616277801305,-0.614503320310728,-0.692201702962277,-0.692201702962277,-0.684616277801305,-0.573964491393324,-0.646090505060809,"03/2004"
-0.682908104700472,-0.692012964831874,-0.636514168294813,-0.682908104700472,-0.682908104700472,-0.682908104700472,-0.682908104700472,-0.692012964831874,-0.682908104700472,-0.664528438654915,-0.636514168294813,-0.664528438654915,-0.664528438654915,-0.692012964831874,-0.682908104700472,-0.682908104700472,-0.692012964831874,-0.664528438654915,-0.692012964831874,-0.636514168294813,-0.682908104700472,-0.692012964831874,-0.682908104700472,-0.682908104700472,-0.682908104700472,-0.636514168294813,-0.682908104700472,-0.664528438654915,-0.692012964831874,-0.692012964831874,-0.682908104700472,-0.664528438654915,-0.682908104700472,-0.682908104700472,"04/2004"
-0.664528438654915,-0.664528438654915,-0.692012964831874,-0.692012964831874,-0.664528438654915,-0.636514168294813,-0.664528438654915,-0.598269588585257,-0.664528438654915,-0.682908104700472,-0.692012964831874,-0.682908104700472,-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.692012964831874,-0.682908104700472,-0.692012964831874,-0.682908104700472,-0.682908104700472,-0.682908104700472,-0.664528438654915,-0.636514168294813,-0.664528438654915,-0.682908104700472,-0.692012964831874,-0.682908104700472,-0.682908104700472,-0.598269588585257,-0.692012964831874,-0.664528438654915,-0.682908104700472,-0.636514168294813,-0.664528438654915,"05/2004"
-0.6765259604935,-0.655481773901393,-0.689009238476659,-0.689009238476659,-0.6765259604935,-0.655481773901393,-0.6765259604935,-0.693147180559945,-0.693147180559945,-0.655481773901393,-0.6765259604935,-0.6765259604935,-0.689009238476659,-0.6765259604935,-0.655481773901393,-0.689009238476659,-0.6765259604935,-0.625491359725573,-0.689009238476659,-0.689009238476659,-0.693147180559945,-0.689009238476659,-0.689009238476659,-0.693147180559945,-0.689009238476659,-0.6765259604935,-0.655481773901393,-0.689009238476659,-0.625491359725573,-0.655481773901393,-0.693147180559945,-0.689009238476659,-0.689009238476659,-0.6765259604935,"06/2004"
