"date","prop_mstl_asia","prop_mstl_amer","prop_mstl_euro","mstl_continents"
"03/2013",0.316502050757308,0.523449820460894,0.245085675368626,15.2226411804647
"04/2013",0.624631724500569,0.221200036216333,0.236682208509333,14.8750052735041
"05/2013",0.419841920774827,0.479065400725777,0.173618116507985,15.9865777711441
"06/2013",0.39952209845655,0.547560601436356,0.214627585802275,11.2912547824988
"07/2013",0.371755506257212,0.375684260553224,0.207539391846953,15.0023295937319
"08/2013",0.383640518152697,0.448969161265087,0.225153355509695,13.9560062227059
"09/2013",0.464082769429699,0.458217880784032,0.302908829706373,14.3952196767987
"10/2013",0.504717843831895,0.444543606231116,0.227330719727055,15.7486373552037
"11/2013",0.510293068415227,0.436750337357362,0.267068268541605,15.0268014324521
"12/2013",0.560817895239307,0.352686702078434,0.161276255511019,15.1182002308608
"01/2014",0.323367533941421,0.371590557737749,0.264686228661397,14.2045268127342
"02/2014",0.430286226163658,0.354893340353645,0.251738650107705,14.2274097400058
"03/2014",0.563723405572485,0.334224107114766,0.169701478918986,13.2476459153269
"04/2014",0.736207985396654,0.485220424279382,0.188017294987607,16.3134974081243
"05/2014",0.419148360503853,0.38742836608462,0.468589261913437,17.432773601951
"06/2014",0.565957890117832,0.469287905767121,0.259875303599809,17.8535032779096
"07/2014",0.399638995013417,0.411226792476337,0.341378130487067,16.0014377960399
"08/2014",0.473820586006695,0.803586212929663,0.225321205527005,14.502822498483
"09/2014",0.46150802160808,0.502289290929473,0.309844715789452,16.0615692654666
"10/2014",0.42004828390416,0.420318600756743,0.168694188948699,13.5584723119435
"11/2014",0.572060368846755,0.461005604038536,0.211885188792756,17.7442142836424
"12/2014",0.45038816189207,0.309605644693319,0.250891777988696,12.9672907221
"01/2015",0.343340959514956,0.523826965680889,0.406057335782282,13.7780298925666
"02/2015",0.626532636522862,0.431256331790325,0.437630014713492,17.5054282251683
"03/2015",0.443270113553955,0.414931890858524,0.219503991106411,15.7642570672486
"04/2015",0.607717705354323,0.369351477021059,0.317374718927916,15.768650892397
"05/2015",0.577058408916719,0.301846071768138,0.368746283654576,14.8344766994852
"06/2015",0.413739157288388,0.652195624846303,0.296665614357682,12.701630258803
"07/2015",0.553597207927267,0.330994238727355,0.19103860591062,12.4310704335626
"08/2015",0.698859039294942,0.286620308393273,0.201564181465883,9.60361457623359
"09/2015",0.466732786650633,0.303324985703552,0.153781435827395,12.1795557024303
"10/2015",0.573658897193032,0.408350255110121,0.240677955921154,13.3884592917387
"11/2015",0.45026870126803,0.266113611185726,0.202417858993938,14.634456058696
"12/2015",0.32749852965957,0.514290756797101,0.189787370281179,11.7096668232773
"01/2016",0.403591468165651,0.262561266453979,0.350805504245573,10.8463342435834
"02/2016",0.442471509657334,0.39751218784438,0.154172288378909,12.3819364928482
"03/2016",0.617325728637531,0.299667225804458,0.281066164958869,14.4564336411854
"04/2016",0.392653302550197,0.405092056991314,0.201510004342969,13.225850129451
"05/2016",0.631436893431477,0.285828828628614,0.206434349033807,13.8323758312072
"06/2016",0.505924945090322,0.337524018526737,0.237181212368813,9.77703730848426
"07/2016",0.363221624995749,0.499520588080165,0.272832810371049,14.7393078318336
"08/2016",0.398509300389636,0.434398032284998,0.186736537942092,14.681170312692
"09/2016",0.668123600428792,0.273778026736486,0.220144443049969,11.428969268469
"10/2016",0.496166570737582,0.406004759152228,0.228365992604362,16.1797753790134
"11/2016",0.285079177202916,0.486233279253856,0.301902429115061,12.6548559697756
"12/2016",0.478695007698541,0.518725805458276,0.334006026445624,16.3705794468964
"01/2017",0.616485183476669,0.332827703064069,0.345556905304466,16.0033576827397
"02/2017",0.602692287532034,0.380287629033206,0.263237170905094,16.4804339599107
"03/2017",0.4101780496304,0.54664812767031,0.331123604475345,13.9658235490465
"04/2017",0.40933340660693,0.371553812309727,0.193466684546293,14.8383168047704
"05/2017",0.632084296356782,0.297808720096822,0.341945491045257,15.0174887451192
"06/2017",0.419609986208375,0.576486665162415,0.251849983851965,16.6291346116195
"07/2017",0.586857077540624,0.488843083324833,0.199420747186817,15.272051955765
"08/2017",0.509723201128114,0.47785279807272,0.237365156001793,14.5087853518618
"09/2017",0.635094957102522,0.475698531250211,0.323045660323368,16.1364593698051
"10/2017",0.640047274308961,0.331500897608019,0.429413530767,18.4901452260155
"11/2017",0.414066433122794,0.347782697565293,0.407729056329862,16.1026959241854
"12/2017",0.556543675897539,0.507970437692526,0.414346575037767,16.4388309064972
"01/2018",0.582912687385304,0.266400107869453,0.269938959302501,15.0400404557293
"02/2018",0.396053488305366,0.412567196786551,0.177520245546649,11.4810669281022
"03/2018",0.348800264002583,0.551544314238814,0.231568052915895,12.5610197004183
"04/2018",0.462945500420243,0.381800356279253,0.264601870521112,13.1097751303118
"05/2018",0.493383992526627,0.46579941523783,0.320184681417193,15.2641558373421
"06/2018",0.329373164504167,0.43511923649573,0.216851508878645,14.8538832202165
"07/2018",0.436413007494471,0.578742654767146,0.232828296973373,16.1922755080818
"08/2018",0.679628010913948,0.443564521134495,0.277720754536427,14.6265567951422
"09/2018",0.436588500444423,0.394318729047944,0.250546627708593,15.8377449325742
"10/2018",0.413021704019914,0.427755558631947,0.248040237295686,11.926101918554
"11/2018",0.639717767733915,0.317574639881392,0.325963392903878,14.9501187559504
"12/2018",0.388371324296612,0.559273986695858,0.249253715969187,12.3802866113346
"01/2019",0.335727751335715,0.368841412188919,0.225598610022343,13.7662441029568
"02/2019",0.461217290668969,0.272514847509265,0.21775535427616,16.1371164113855
"03/2019",0.2937856018437,0.357816960034129,0.313500693965563,14.0263647030056
"04/2019",0.606860572103837,0.546450131630968,0.345450166763765,10.5044951171869
