"ACWI","SPX","LGTRTRUU","LGDRTRUU","LG30TRUU","CCMP","SPTSX","MEXBOL","IBOV","IPSA","MERVAL","IGBVL","FTSE.100","CAC.40","DAX","IBEX","FTSEMIB","AEX","OMX","RTS","SMI","NKY","HSI","KOSPI","TWSE","JCI","FBMKLCI","ASX","NZSE","STI","CL1","HG1","GOLD","S1","mandy"
-1.16851840574309,-1.2636544318821,-1.3421131789144,-1.2945451658449,-1.03619878481928,-1.2636544318821,-1.16851840574309,-1.3730039128772,-1.16222554492109,-1.2945451658449,-1.2945451658449,-1.16851840574309,-1.3421131789144,-1.2406842919534,-1.2636544318821,-1.2406842919534,-1.16851840574309,-1.2406842919534,-1.2406842919534,-1.2406842919534,-1.16851840574309,-1.2406842919534,-1.2406842919534,-1.16222554492109,-1.2636544318821,-1.3421131789144,-1.2406842919534,-1.3421131789144,-1.3421131789144,-1.3421131789144,-1.2636544318821,-1.03356205420682,-1.2636544318821,-1.2406842919534,"11/2001"
-1.3661588475692,-1.27985422583367,-0.943348392329039,-1.16828245017656,-1.3661588475692,-1.33217904021012,-1.33217904021012,-1.08889997534522,-1.22060726455302,-1.33217904021012,-0.89794572485678,-1.19354960409813,-1.19354960409813,-1.19354960409813,-1.27985422583367,-1.3661588475692,-1.27985422583367,-1.27985422583367,-1.27985422583367,-0.89794572485678,-1.27985422583367,-1.08889997534522,-1.27985422583367,-1.27985422583367,-1.27985422583367,-1.08889997534522,-0.639031859650177,-1.27985422583367,-0.950270539233235,-1.27985422583367,-1.27985422583367,-1.27985422583367,-0.673011667009257,-1.08889997534522,"12/2001"
-1.3730039128772,-1.3421131789144,-1.3730039128772,-1.16222554492109,-1.3421131789144,-1.03619878481928,-1.03619878481928,-1.2406842919534,-1.2945451658449,-1.2406842919534,-0.759547391474863,-1.06708951878208,-1.2406842919534,-1.12095039267358,-1.3730039128772,-1.16222554492109,-1.2406842919534,-0.994923632571775,-1.2636544318821,-1.16222554492109,-1.3421131789144,-1.2945451658449,-1.16222554492109,-1.3421131789144,-1.2945451658449,-1.12095039267358,-1.2945451658449,-1.3421131789144,-1.03619878481928,-1.2636544318821,-1.3421131789144,-1.2882523050229,-1.3421131789144,-1.2945451658449,"01/2002"
-1.3661588475692,-1.05492016798614,-1.27985422583367,-1.31383403319275,-1.3661588475692,-1.08889997534522,-1.27985422583367,-1.22060726455302,-1.27985422583367,-1.27985422583367,-1.08889997534522,-1.16828245017656,-1.08889997534522,-1.05492016798614,-1.3661588475692,-1.31383403319275,-0.943348392329039,-1.08889997534522,-1.08889997534522,-1.27985422583367,-1.08889997534522,-0.943348392329039,-1.3661588475692,-1.27985422583367,-0.943348392329039,-1.3661588475692,-1.27985422583367,-1.27985422583367,-1.27985422583367,-1.31383403319275,-1.31383403319275,-0.89794572485678,-1.31383403319275,-1.3661588475692,"02/2002"
-1.31383403319275,-1.27985422583367,-1.02965301406457,-1.08889997534522,-0.940447988655326,-1.33217904021012,-1.3661588475692,-1.22060726455302,-1.27985422583367,-1.3661588475692,-1.19354960409813,-1.27985422583367,-1.27985422583367,-1.16828245017656,-1.16828245017656,-1.3661588475692,-1.27985422583367,-1.16828245017656,-1.19354960409813,-0.950270539233235,-1.19354960409813,-1.27985422583367,-1.27985422583367,-1.22060726455302,-1.22060726455302,-1.19354960409813,-1.05492016798614,-1.27985422583367,-1.3661588475692,-1.3661588475692,-1.08889997534522,-1.27985422583367,-1.3661588475692,-1.02965301406457,"03/2002"
-1.03619878481928,-0.916464885539471,-1.06708951878208,-1.2406842919534,-0.859967281035505,-0.994923632571775,-1.3421131789144,-1.2406842919534,-1.2945451658449,-1.3421131789144,-1.2406842919534,-1.2406842919534,-1.3421131789144,-1.3421131789144,-1.3421131789144,-1.2406842919534,-1.3421131789144,-1.3421131789144,-1.2945451658449,-1.3421131789144,-1.3730039128772,-1.3421131789144,-1.12095039267358,-1.3730039128772,-1.3730039128772,-1.16222554492109,-0.916464885539471,-1.2636544318821,-1.2945451658449,-1.3730039128772,-1.3421131789144,-1.2945451658449,-1.2945451658449,-1.2945451658449,"04/2002"
-1.3421131789144,-1.2945451658449,-1.16851840574309,-1.16851840574309,-1.2945451658449,-1.3730039128772,-1.16222554492109,-1.2636544318821,-1.09005965871078,-1.3730039128772,-1.03356205420682,-1.16851840574309,-1.3421131789144,-1.2636544318821,-1.2406842919534,-1.2406842919534,-1.2636544318821,-1.2636544318821,-1.03619878481928,-1.2882523050229,-1.16851840574309,-1.2945451658449,-1.3421131789144,-1.3421131789144,-1.2945451658449,-1.2636544318821,-1.2406842919534,-1.16851840574309,-1.3421131789144,-1.3421131789144,-1.2945451658449,-1.2636544318821,-1.16851840574309,-1.3421131789144,"05/2002"
-0.801818552543337,-1.27985422583367,-0.673011667009257,-1.19354960409813,-0.639031859650177,-1.22060726455302,-0.639031859650177,-1.19354960409813,-1.08889997534522,-1.19354960409813,-1.3661588475692,-0.950270539233235,-1.27985422583367,-1.27985422583367,-1.16828245017656,-1.22060726455302,-1.27985422583367,-1.02965301406457,-1.27985422583367,-1.33217904021012,-1.19354960409813,-1.27985422583367,-1.27985422583367,-1.27985422583367,-1.08889997534522,-1.02965301406457,-1.27985422583367,-1.22060726455302,-1.31383403319275,-1.31383403319275,-1.27985422583367,-0.943348392329039,-1.3661588475692,-1.33217904021012,"06/2002"
-1.2882523050229,-1.3421131789144,-1.3421131789144,-1.2406842919534,-0.907535294105009,-1.3421131789144,-1.3730039128772,-1.16222554492109,-1.2945451658449,-1.2406842919534,-1.2406842919534,-1.2636544318821,-1.3421131789144,-1.2882523050229,-1.2406842919534,-1.3421131789144,-1.3421131789144,-1.12095039267358,-1.3421131789144,-1.2636544318821,-1.2636544318821,-1.3421131789144,-1.3421131789144,-1.2636544318821,-1.3730039128772,-1.3421131789144,-1.2636544318821,-1.3730039128772,-1.2945451658449,-1.3421131789144,-1.3421131789144,-1.2406842919534,-1.3421131789144,-1.16851840574309,"07/2002"
-1.3421131789144,-1.3730039128772,-1.16222554492109,-1.16851840574309,-0.907535294105009,-1.3421131789144,-1.3730039128772,-1.2945451658449,-1.2945451658449,-1.06708951878208,-1.2636544318821,-1.09005965871078,-0.916464885539471,-1.16222554492109,-1.3421131789144,-1.2636544318821,-1.3421131789144,-1.3421131789144,-1.3730039128772,-1.2945451658449,-1.2406842919534,-1.2406842919534,-1.2406842919534,-0.916464885539471,-1.2636544318821,-1.2406842919534,-1.09005965871078,-1.2406842919534,-1.12095039267358,-1.09005965871078,-1.03619878481928,-1.2945451658449,-1.03356205420682,-1.3730039128772,"08/2002"
-1.22060726455302,-1.08889997534522,-1.16828245017656,-1.08889997534522,-1.08889997534522,-1.27985422583367,-1.22060726455302,-1.27985422583367,-1.16828245017656,-1.27985422583367,-1.08889997534522,-1.27985422583367,-1.27985422583367,-1.16828245017656,-1.19354960409813,-1.16828245017656,-1.16828245017656,-1.08889997534522,-1.16828245017656,-1.27985422583367,-1.08889997534522,-1.27985422583367,-1.27985422583367,-1.3661588475692,-1.22060726455302,-1.08889997534522,-1.22060726455302,-0.943348392329039,-1.27985422583367,-0.89794572485678,-1.22060726455302,-1.19354960409813,-1.33217904021012,-1.27985422583367,"09/2002"
-1.3730039128772,-1.2406842919534,-0.934769897858279,-1.2406842919534,-1.03356205420682,-1.2406842919534,-1.3421131789144,-0.994923632571775,-1.2636544318821,-1.3421131789144,-1.2406842919534,-1.06708951878208,-1.3421131789144,-1.2945451658449,-1.3421131789144,-1.3421131789144,-1.2636544318821,-1.3421131789144,-1.3421131789144,-1.2636544318821,-1.09005965871078,-1.2945451658449,-1.2945451658449,-1.2406842919534,-1.2882523050229,-1.3421131789144,-1.2945451658449,-1.3421131789144,-1.2882523050229,-1.2882523050229,-1.2406842919534,-1.16851840574309,-1.12095039267358,-1.2636544318821,"10/2002"
-1.3661588475692,-1.31383403319275,-1.33217904021012,-1.3661588475692,-0.610864302054894,-1.22060726455302,-1.02965301406457,-1.31383403319275,-0.89794572485678,-1.16828245017656,-1.27985422583367,-0.943348392329039,-1.3661588475692,-1.31383403319275,-1.27985422583367,-1.3661588475692,-1.22060726455302,-1.3661588475692,-1.16828245017656,-1.3661588475692,-1.33217904021012,-1.22060726455302,-1.05492016798614,-1.3661588475692,-1.27985422583367,-1.22060726455302,-1.27985422583367,-1.22060726455302,-1.27985422583367,-1.27985422583367,-1.22060726455302,-1.27985422583367,-1.33217904021012,-1.16828245017656,"11/2002"
-1.22060726455302,-1.22060726455302,-0.500402423538188,-0.801818552543337,-0.325082973391448,-1.05492016798614,-1.33217904021012,-1.3661588475692,-1.33217904021012,-1.16828245017656,-1.3661588475692,-0.89794572485678,-1.27985422583367,-1.33217904021012,-1.27985422583367,-1.31383403319275,-1.27985422583367,-1.22060726455302,-1.27985422583367,-1.27985422583367,-1.19354960409813,-1.27985422583367,-1.27985422583367,-1.33217904021012,-1.19354960409813,-1.02965301406457,-1.22060726455302,-1.27985422583367,-1.33217904021012,-1.22060726455302,-1.02965301406457,-1.27985422583367,-1.16828245017656,-1.02965301406457,"12/2002"
-1.3730039128772,-1.2945451658449,-1.16851840574309,-1.06708951878208,-1.12095039267358,-1.3730039128772,-1.3421131789144,-1.3421131789144,-1.09005965871078,-1.3421131789144,-1.3730039128772,-1.03356205420682,-0.916464885539471,-1.2945451658449,-1.2636544318821,-1.2945451658449,-1.3730039128772,-1.2406842919534,-1.2406842919534,-1.3730039128772,-1.3421131789144,-1.2406842919534,-1.3730039128772,-1.3421131789144,-0.907535294105009,-1.3421131789144,-1.2945451658449,-1.2945451658449,-1.2945451658449,-1.3421131789144,-1.2882523050229,-1.2882523050229,-1.2882523050229,-1.16851840574309,"01/2003"
-1.33217904021012,-1.3661588475692,-1.08889997534522,-0.950270539233235,-1.02965301406457,-1.3661588475692,-1.31383403319275,-1.33217904021012,-1.27985422583367,-1.27985422583367,-1.27985422583367,-1.31383403319275,-1.16828245017656,-1.27985422583367,-1.33217904021012,-1.27985422583367,-1.27985422583367,-1.08889997534522,-1.05492016798614,-1.02965301406457,-1.22060726455302,-1.3661588475692,-1.3661588475692,-1.02965301406457,-1.27985422583367,-1.27985422583367,-1.22060726455302,-1.33217904021012,-1.27985422583367,-1.3661588475692,-1.27985422583367,-1.3661588475692,-1.3661588475692,-1.27985422583367,"02/2003"
-1.08889997534522,-1.27985422583367,-1.27985422583367,-1.19354960409813,-0.610864302054894,-1.22060726455302,-1.27985422583367,-1.27985422583367,-0.89794572485678,-1.27985422583367,-1.27985422583367,-1.3661588475692,-1.08889997534522,-1.16828245017656,-1.02965301406457,-1.27985422583367,-1.16828245017656,-1.16828245017656,-1.02965301406457,-1.27985422583367,-1.31383403319275,-1.33217904021012,-1.16828245017656,-1.27985422583367,-1.27985422583367,-1.08889997534522,-1.02965301406457,-1.33217904021012,-1.27985422583367,-1.3661588475692,-1.02965301406457,-0.801818552543337,-0.801818552543337,-1.33217904021012,"03/2003"
-1.02965301406457,-1.31383403319275,-1.3661588475692,-1.3661588475692,-0.325082973391448,-1.33217904021012,-1.33217904021012,-1.08889997534522,-1.16828245017656,-0.801818552543337,-1.02965301406457,-0.950270539233235,-1.02965301406457,-1.02965301406457,-1.27985422583367,-0.943348392329039,-1.02965301406457,-1.27985422583367,-0.950270539233235,-1.02965301406457,-1.19354960409813,-1.33217904021012,-1.3661588475692,-0.950270539233235,-1.33217904021012,-1.22060726455302,-1.16828245017656,-1.27985422583367,-1.02965301406457,-1.31383403319275,-1.27985422583367,-1.19354960409813,-1.31383403319275,-1.3661588475692,"04/2003"
-0.585952618303551,-1.2945451658449,-1.16222554492109,-1.16851840574309,-0.859967281035505,-1.12095039267358,-1.2945451658449,-1.2882523050229,-1.12095039267358,-0.859967281035505,-1.3421131789144,-1.3421131789144,-1.2636544318821,-1.2406842919534,-1.3421131789144,-1.2882523050229,-1.12095039267358,-1.2636544318821,-1.2636544318821,-1.16851840574309,-1.3421131789144,-1.16222554492109,-1.2406842919534,-1.2882523050229,-1.16851840574309,-1.2406842919534,-0.994923632571775,-1.3421131789144,-0.907535294105009,-1.2406842919534,-1.2636544318821,-1.2945451658449,-1.2945451658449,-1.3421131789144,"05/2003"
-1.05492016798614,-1.05492016798614,-1.16828245017656,-1.33217904021012,-1.16828245017656,-1.31383403319275,-1.08889997534522,-1.08889997534522,-1.08889997534522,-1.3661588475692,-1.22060726455302,-1.3661588475692,-0.89794572485678,-0.950270539233235,-0.801818552543337,-0.943348392329039,-0.89794572485678,-0.950270539233235,-1.05492016798614,-1.02965301406457,-0.693147180559945,-0.693147180559945,-1.27985422583367,-1.16828245017656,-1.22060726455302,-0.943348392329039,-1.16828245017656,-1.16828245017656,-1.08889997534522,-1.27985422583367,-1.3661588475692,-1.19354960409813,-1.08889997534522,-1.33217904021012,"06/2003"
-1.03619878481928,-1.3730039128772,-1.2406842919534,-1.2636544318821,-1.3730039128772,-1.3421131789144,-1.03356205420682,-1.2406842919534,-1.3730039128772,-1.3421131789144,-1.2636544318821,-1.2636544318821,-1.2882523050229,-1.2406842919534,-1.12095039267358,-1.2406842919534,-0.907535294105009,-1.16851840574309,-1.2882523050229,-1.12095039267358,-1.2945451658449,-1.3730039128772,-1.2945451658449,-1.2406842919534,-1.09005965871078,-1.2636544318821,-1.16222554492109,-1.2406842919534,-1.2406842919534,-0.994923632571775,-1.3421131789144,-1.2945451658449,-1.2406842919534,-1.2882523050229,"07/2003"
-1.27985422583367,-1.02965301406457,-1.31383403319275,-1.27985422583367,-0.943348392329039,-1.3661588475692,-1.16828245017656,-1.27985422583367,-1.16828245017656,-1.22060726455302,-1.3661588475692,-1.22060726455302,-1.27985422583367,-1.22060726455302,-1.3661588475692,-1.3661588475692,-1.22060726455302,-1.22060726455302,-1.33217904021012,-1.02965301406457,-1.3661588475692,-1.3661588475692,-1.27985422583367,-0.610864302054894,-1.33217904021012,-1.02965301406457,-0.801818552543337,-1.27985422583367,-1.02965301406457,-1.27985422583367,-1.05492016798614,-1.3661588475692,-1.31383403319275,-1.02965301406457,"08/2003"
-1.3421131789144,-1.3730039128772,-1.2882523050229,-1.03356205420682,-1.06708951878208,-1.3730039128772,-1.2945451658449,-1.03619878481928,-1.2406842919534,-1.12095039267358,-1.03619878481928,-1.2406842919534,-1.2406842919534,-1.2406842919534,-1.3421131789144,-1.12095039267358,-1.3421131789144,-1.16851840574309,-0.934769897858279,-0.994923632571775,-1.3421131789144,-1.2882523050229,-1.3421131789144,-1.2636544318821,-1.16222554492109,-1.2406842919534,-1.12095039267358,-1.2406842919534,-1.3421131789144,-1.3730039128772,-1.2945451658449,-1.12095039267358,-1.2406842919534,-1.12095039267358,"09/2003"
-1.16851840574309,-1.03619878481928,-1.3421131789144,-1.16851840574309,-0.907535294105009,-1.2406842919534,-1.12095039267358,-1.2406842919534,-1.16222554492109,-1.3421131789144,-1.06708951878208,-1.16851840574309,-1.12095039267358,-1.2406842919534,-0.994923632571775,-1.2406842919534,-0.994923632571775,-0.994923632571775,-1.2636544318821,-1.09005965871078,-1.2945451658449,-1.2406842919534,-0.994923632571775,-1.2406842919534,-1.2882523050229,-1.3421131789144,-0.994923632571775,-1.12095039267358,-1.2406842919534,-1.2406842919534,-0.859967281035505,-1.2406842919534,-1.3730039128772,-1.2406842919534,"10/2003"
-1.27985422583367,-1.3661588475692,-1.19354960409813,-1.16828245017656,-0.940447988655326,-1.3661588475692,-1.3661588475692,-1.27985422583367,-1.02965301406457,-0.693147180559945,-1.08889997534522,-1.27985422583367,-1.3661588475692,-1.33217904021012,-1.3661588475692,-1.27985422583367,-1.19354960409813,-1.02965301406457,-1.31383403319275,-1.19354960409813,-1.27985422583367,-1.27985422583367,-1.3661588475692,-1.27985422583367,-1.27985422583367,-1.31383403319275,-1.08889997534522,-0.89794572485678,-1.27985422583367,-1.3661588475692,-1.16828245017656,-1.27985422583367,-1.27985422583367,-1.33217904021012,"11/2003"
-0.600166073159646,-1.2636544318821,-1.03619878481928,-1.03619878481928,-0.304636097349238,-1.2406842919534,-1.16222554492109,-0.994923632571775,-1.03619878481928,-1.2406842919534,-1.2945451658449,-1.12095039267358,-1.16222554492109,-1.2636544318821,-1.16222554492109,-0.994923632571775,-1.3421131789144,-1.12095039267358,-1.2406842919534,-1.03619878481928,-1.2636544318821,-1.2406842919534,-1.2406842919534,-1.3730039128772,-1.3730039128772,-1.03619878481928,-0.934769897858279,-1.3421131789144,-1.2406842919534,-1.2636544318821,-1.2945451658449,-1.03619878481928,-1.03619878481928,-1.16222554492109,"12/2003"
-0.89794572485678,-1.31383403319275,-1.3661588475692,-1.31383403319275,-1.08889997534522,-1.16828245017656,-1.31383403319275,-1.16828245017656,-1.27985422583367,-1.22060726455302,-1.27985422583367,-1.27985422583367,-1.3661588475692,-1.31383403319275,-1.27985422583367,-1.02965301406457,-1.08889997534522,-1.27985422583367,-0.950270539233235,-1.22060726455302,-1.08889997534522,-1.31383403319275,-1.02965301406457,-1.27985422583367,-0.89794572485678,-1.22060726455302,-1.27985422583367,-1.08889997534522,-1.08889997534522,-0.940447988655326,-1.08889997534522,-1.27985422583367,-1.33217904021012,-1.3661588475692,"01/2004"
-1.27985422583367,-1.27985422583367,-1.27985422583367,-1.19354960409813,-1.31383403319275,-1.3661588475692,-1.02965301406457,-1.22060726455302,-1.31383403319275,-0.943348392329039,-1.27985422583367,-1.3661588475692,-1.08889997534522,-1.22060726455302,-1.27985422583367,-0.943348392329039,-1.31383403319275,-1.22060726455302,-1.05492016798614,-0.943348392329039,-1.02965301406457,-0.950270539233235,-1.3661588475692,-0.89794572485678,-1.19354960409813,-1.27985422583367,-0.950270539233235,-1.27985422583367,-1.33217904021012,-1.33217904021012,-1.27985422583367,-1.08889997534522,-1.27985422583367,-0.673011667009257,"02/2004"
-1.3730039128772,-1.3421131789144,-1.2636544318821,-1.3421131789144,-1.3421131789144,-1.2945451658449,-1.2406842919534,-1.3730039128772,-1.3730039128772,-1.2945451658449,-1.3730039128772,-0.859967281035505,-1.2406842919534,-1.03619878481928,-1.3421131789144,-1.2945451658449,-1.2945451658449,-1.3421131789144,-1.2406842919534,-1.16222554492109,-1.2406842919534,-1.3730039128772,-1.2882523050229,-1.3421131789144,-1.3730039128772,-1.2406842919534,-1.2406842919534,-1.3421131789144,-1.16851840574309,-1.3421131789144,-1.12095039267358,-0.916464885539471,-0.934769897858279,-0.934769897858279,"03/2004"
-1.27985422583367,-1.3661588475692,-1.05492016798614,-1.27985422583367,-1.16828245017656,-1.3661588475692,-1.27985422583367,-1.27985422583367,-1.3661588475692,-1.05492016798614,-1.27985422583367,-1.02965301406457,-1.27985422583367,-1.31383403319275,-1.27985422583367,-1.05492016798614,-1.27985422583367,-1.22060726455302,-1.08889997534522,-1.19354960409813,-1.31383403319275,-1.27985422583367,-1.3661588475692,-1.27985422583367,-1.27985422583367,-1.16828245017656,-1.3661588475692,-1.27985422583367,-1.27985422583367,-1.31383403319275,-1.27985422583367,-1.27985422583367,-1.27985422583367,-1.3661588475692,"04/2004"
-1.27985422583367,-1.33217904021012,-1.16828245017656,-1.16828245017656,-1.27985422583367,-1.19354960409813,-1.27985422583367,-1.08889997534522,-1.19354960409813,-0.943348392329039,-1.33217904021012,-1.3661588475692,-1.08889997534522,-0.89794572485678,-0.89794572485678,-0.89794572485678,-0.950270539233235,-0.89794572485678,-1.27985422583367,-1.27985422583367,-1.27985422583367,-1.27985422583367,-1.22060726455302,-1.27985422583367,-1.31383403319275,-1.27985422583367,-1.3661588475692,-1.3661588475692,-1.05492016798614,-1.3661588475692,-1.27985422583367,-1.3661588475692,-1.08889997534522,-0.610864302054894,"05/2004"
-1.03619878481928,-1.2636544318821,-1.2945451658449,-1.3730039128772,-1.06708951878208,-1.09005965871078,-1.2406842919534,-1.3421131789144,-1.3730039128772,-1.2406842919534,-1.06708951878208,-1.2945451658449,-1.03619878481928,-1.06708951878208,-1.2406842919534,-1.3421131789144,-1.06708951878208,-1.16851840574309,-1.3421131789144,-1.3730039128772,-1.3730039128772,-1.3421131789144,-0.994923632571775,-1.2882523050229,-1.3421131789144,-1.2406842919534,-1.2636544318821,-1.2406842919534,-1.2406842919534,-0.994923632571775,-1.3421131789144,-1.16851840574309,-1.3421131789144,-1.2406842919534,"06/2004"
-1.2406842919534,-1.3730039128772,-1.16222554492109,-1.12095039267358,-1.16851840574309,-1.2636544318821,-1.2945451658449,-1.2636544318821,-1.2406842919534,-1.2406842919534,-1.2945451658449,-1.2945451658449,-1.2945451658449,-1.3421131789144,-1.2406842919534,-1.2406842919534,-1.2406842919534,-0.994923632571775,-1.3730039128772,-1.2882523050229,-1.2945451658449,-1.3421131789144,-1.16851840574309,-1.2882523050229,-0.994923632571775,-1.2945451658449,-1.03619878481928,-1.16222554492109,-1.16222554492109,-0.994923632571775,-1.2406842919534,-1.2945451658449,-1.2406842919534,-1.12095039267358,"07/2004"
