Date,SPX,LGTRTRUU ,LGDRTRUU ,LG30TRUU ,CCMP,SPTSX,MEXBOL,IBOV,IPSA,MERVAL,IGBVL,FTSE 100,CAC 40,DAX ,IBEX ,FTSEMIB ,AEX ,OMX,RTS,SMI,NKY ,HSI,KOSPI ,TWSE ,JCI ,FBMKLCI ,ASX,NZSE,STI ,CL1 ,HG1 ,GOLD,S1 
12/7/01,0.016416356,-0.018962187,-0.016604022,0.002058259,0.045900603,0.025416111,0.051516232,0.027985355,0.002966891,0.228493502,0.019618534,0.011673489,0.036604547,0.041054196,0.039670304,0.03954032,0.024283112,0.042804078,0.05133303,0.032603643,0.009253669,0.047858184,0.089960427,0.183181705,-0.008176738,0.036170587,0.010241179,-0.000536733,0.105887608,-0.02079077,-0.065092691,0.000546498,0.001685867
12/14/01,-0.030878231,0.004994019,0.002433939,0.00216769,-0.034267386,-0.025412071,-0.00034527,-0.025864144,-0.005548084,-0.006902155,-0.025322331,-0.03946011,-0.067468808,-0.057316261,-0.049654588,-0.067785575,-0.059608606,-0.061161865,-0.038610213,-0.04108915,-0.026773964,-0.03142721,-0.057400584,0.028244147,-0.006705695,0.003922639,-0.024305995,-0.008640673,-0.039645191,0.00992953,-0.008163311,0.014105116,-0.020420449
12/21/01,0.019224748,-0.012403217,-0.002704435,-0.006711046,-0.003765072,0.01372499,0.038588872,0.031099792,-0.001237941,0.237673174,0.007945471,0.019217475,0.036051719,0.022076895,0.000398394,0.023340664,0.041739209,0.005716247,0.079898502,0.028737612,-0.016904432,-0.027230036,-0.031287144,-0.071281784,0.009458979,0.00139937,0.025092802,-0.008634047,0.010575684,0.020077895,0.008163311,-0.001077974,-0.001720677
12/28/01,0.013990367,-0.009498789,-0.003331339,0.004286658,0.021068184,0.019295132,0.013464102,0.015515729,-0.0037222,-0.081460946,0.005429307,0.015997822,0.027454903,0.027723256,0.01351137,0.018362318,0.02182369,0.02623635,0.045551806,0.008323947,0.019846356,0.024214884,0.073238987,0.055029719,0.035795676,0.039203363,0.015480884,0.012889574,0.0292895,0.039475523,0.001477105,-0.0057689,-0.026171892
1/4/02,0.009846115,0.005986805,0.004735644,0.006426446,0.035648113,0.020411833,0.02217204,0.054070051,0.016995924,0.150075124,0.030735339,0.015407907,0.012508508,0.030278594,0.007769586,0.009485458,-0.014349273,0.02676244,0.062601923,-0.003887365,0.030717677,0.02339201,0.074988986,0.043543009,-0.017588396,0.002642391,0.002505393,0.001818268,0.037436581,0.057593835,-0.004437877,0.008640918,-0.000589449
1/11/02,-0.023219146,0.003454912,0.008634249,0.004710165,-0.018090326,-0.016905271,-0.029456797,-0.053339701,-0.041833672,0,0.013395214,-0.023797919,-0.027736637,-0.020660455,-0.05838873,-0.013858033,-0.002084002,-0.036568302,0.049366208,0.003669213,-0.040346897,-0.046857943,-0.027607036,0.008663215,0.066711808,0.013705809,-0.005271023,0.02402482,0.013939809,-0.094015921,0.049178383,0.030364204,0.048340827
1/18/02,-0.015856589,-0.005500952,-0.002646152,-6.08355E-05,-0.046618439,-0.012692635,0.027738767,-0.01593794,-0.01035232,0.189569473,0.023622228,-0.013907734,-0.023511791,-0.016984206,0.00321413,-0.011817438,-0.01012085,-0.05642815,-0.00382357,-0.019228591,-0.014301729,-0.017480578,-0.026313825,-0.02940163,0.034926586,-0.006435662,-0.008994472,-0.005889539,-0.029414811,-0.089231134,-0.01421488,-0.014008284,0.001122965
1/25/02,0.005050304,-0.018836078,-0.012171826,-0.000262628,0.00380555,0.007140978,0.034353773,-0.015857933,0.011050374,-0.020357185,0.02582883,0.012829921,0.007939002,0.006693374,0.021762274,0.010760191,0.019782761,-0.003401213,-0.040175094,0.012300495,-0.014598942,-0.018394774,0.089342326,0.074613799,0.059293481,-0.007111537,0.016182916,0.01016305,0.041828159,0.104860391,0.018440239,-0.014565089,-0.033669372
2/1/02,-0.009833024,0.003479462,0.002416631,-0.006337922,-0.013749457,0.004067811,0.010249674,-0.039012078,0.001604136,0.090310562,-0.008762131,-0.000635634,-0.006431883,-0.011619362,-0.001699672,-0.000778101,-0.003961268,-0.006429338,0.034151814,-0.021814662,-0.035388686,-0.007613641,-0.04253492,-0.015702478,0.004020999,0.035744389,0.000917282,0.004020841,0.030425556,0.019321879,0.034533818,0.024042169,-0.009329514
2/8/02,-0.023415042,0.004458164,0.002083912,-0.000403142,-0.049531319,-0.020380493,-0.032448666,-0.004814608,-0.023627675,0.027969822,-0.011758789,-0.011940691,-0.035761035,-0.052586309,-0.042666572,-0.04148126,-0.039503977,-0.016697153,0.019972133,0.001746765,-0.010819775,-0.016243455,-0.0037245,0.01156665,-0.038830723,-0.011051073,0.001438834,-0.016856804,-0.028924734,-0.005905529,-0.004081638,0.05933944,0.005258557
2/15/02,0.007235053,0.006714288,0.004724922,0.005715967,-0.007549538,-0.002665665,0.002424675,0.048922982,0.012609795,-0.195876313,0.005161983,0.010552326,0.017971816,0.005495681,0.011504743,0.005050189,0.032960486,-0.001673467,-0.000919352,0.026684243,0.036695823,0.041241605,0.057695303,0,0.027983653,0.015437532,0.00864238,-0.013419081,0.018707503,0.059404436,0.000681431,-0.019614991,0.019048195
2/22/02,-0.013077539,0.000525469,0.001156633,-0.004071607,-0.045711041,-0.011867407,-0.034101487,0.024821824,-0.016315732,-0.022068119,-0.006854285,-0.025740958,-0.030574578,-0.024359616,-0.033116459,-0.027798211,-0.040479083,-0.024818236,0.006113111,-0.036175949,0.030257816,-0.027462074,0.010675467,-0.054842533,0.022021912,-0.015873682,-0.016885717,0.005196904,-0.047315137,-0.020202707,-0.047428694,-0.017271002,0.009106494
3/1/02,0.037765204,-0.007399814,-0.00600994,0.002022615,0.044347381,0.037548408,0.063573297,0.060928192,0.027331882,0.09811303,0.022352546,0.023132639,0.055266054,0.071518909,0.071545815,0.06273363,0.042284319,0.05359987,0.03369048,0.025927822,0.043015251,-0.022725223,0.034730753,0.012568131,-0.015852469,0.009746748,-0.001409783,0.005289643,0.017365643,0.061210731,0.037158148,0.018277713,0.011827792
3/8/02,0.028330936,0.009651531,0.001016472,0.005230812,0.068041274,0.025538707,0.041768372,-0.031865617,0.039213232,-0.040861006,0.010402043,0.022325853,0.031309569,0.050147449,0.016746976,0.037337181,0.039432653,0.050152869,0.081504705,0.028293404,0.094686941,0.074639846,0.00641846,0.056610706,0.049516357,0.041037699,0.019701836,-0.00266131,0.048942038,0.062303883,0.027826702,-0.028578233,0.025429784
