Dates,SPX ,CCMP ,SPTSX ,MEXBOL ,IBOV ,IPSA ,MERVAL ,SPBLPGPT ,IGBC,UKX ,CAC ,DAX ,IBEX ,FTSEMIB ,AEX ,OMX ,RTSI$ ,SMI ,NKY ,HSI ,KOSPI ,TWSE ,JCI ,FBMKLCI ,STI ,ASX ,NZSE 
08-02-04,0.00443773,0.002503011,0,0.005668737,0.004961504,0.001084332,-0.003826793,0.004421364,-0.009057346,0.000588982,-0.006411892,-0.008481268,-0.006371829,-0.003966021,-0.012321361,-0.006607468,0.010201915,-0.001695986,-0.00918402,-0.002998437,-0.021651372,-0.013029652,-0.009990518,-0.007812399,-0.002844067,0.00034662,-0.004147967
08-03-04,-0.006282003,-0.017417427,0.0007174,0.003111952,-0.003351118,-0.000505875,0.006916932,-0.004453218,-0.022161447,0.00316549,0.007425882,0.003775184,0.003197323,0.00283967,0.003247552,0.000574378,-0.000531462,0.009131499,-0.007304124,0.012682535,0.009474286,0.003138759,0.010402595,-0.002371418,0.011668516,0.002818667,0.00403277
08-04-04,-0.000964373,-0.002347571,-0.012025984,-0.01280106,-0.008754107,0.000210265,0.015065138,-0.001870537,0.007808163,-0.004888104,-0.011909134,-0.013915192,-0.010428898,-0.009386997,-0.010887055,-0.007329613,0.002892133,-0.012550244,-0.011787633,-0.00623932,0.004080096,-0.009425299,0.001331487,-0.000787683,-0.006200461,-0.005896843,0.000249576
08-05-04,-0.01645497,-0.018185336,-0.011434303,-0.000883695,-0.0389677,0.002971829,-0.010247488,-0.00198418,-0.00301652,0.00120161,0.004259704,0.001382506,0.003092891,-0.004560844,0.007578128,0.007108737,0.002008583,-0.000670648,0.004609696,0.01708894,0.018931009,0.020614105,0.004876631,-0.000618463,0.013532693,0.001115449,0.00432355
08-06-04,-0.015601784,-0.024867059,-0.011091928,-0.020145135,0.015001561,-0.001429049,-0.00996974,-0.004722466,0.001386161,-0.017255007,-0.026384364,-0.026809356,-0.020042559,-0.017628483,-0.031518063,-0.023678827,-0.016831853,-0.020535054,-0.008016941,-0.001060447,-0.012726091,-0.005255504,-0.010658813,-0.005193174,-0.010433077,-0.016218128,-0.011725247
08-09-04,0.001174156,-0.00126706,0.0008264,-0.005291628,-0.018260453,0.005227718,-0.000311216,-0.005552239,0.001692746,-0.005432095,-0.008921285,-0.010086267,-0.006190191,-0.008780746,-0.008460341,-0.009454186,0.020945961,-0.008270116,-0.005837886,-0.000903548,0.011083524,5.37106E-05,-0.00517564,-0.004019774,0,-0.005849522,-0.003484823
08-10-04,0.012890406,0.01901077,0.005826501,0.009813056,0.022132371,-7.83121E-05,0.003945268,0.004087524,-0.01025575,0.008424455,0.010173109,0.008179812,0.002760282,0.006113227,0.01004267,0.011743654,-0.010923082,0.004543093,0.004102969,-0.00477339,0.008707082,-0.001059929,0.003198708,0.004848598,-0.012637649,0.007960162,-0.000317013
08-11-04,-0.003007186,-0.014636364,-0.007685638,-0.006164759,-0.007712524,0.003947116,-0.011015158,0.000200185,-0.005530182,-0.008934506,-0.00855888,-0.011279184,-0.006158946,-0.01024758,-0.010745613,-0.017147092,-0.013740011,-0.002548293,0.008717953,-0.005245017,0.005913394,-0.004904727,0.015173169,0.000815964,-0.005410223,-0.007852737,0.003426816
08-12-04,-0.011753126,-0.016934358,-0.004404758,-0.00379096,2.31804E-05,0.002979313,-0.002249084,-0.003465997,0.002180612,0.003680432,-0.002492434,-0.005669892,0.002166507,-0.002321202,-0.004131774,-0.004094878,0.003642924,-0.002480118,-0.001937717,0.005679318,0.017950685,0.000126684,-0.00757891,-0.001949675,-0.001231429,0.003291885,0.00089702
08-13-04,0.001475543,0.002695381,0.004942061,-0.002248604,-0.007861065,-0.002030681,-0.022066648,0.009257557,-0.007260142,-0.006164848,-0.002690905,-0.003044451,-0.006038499,-0.001944821,-0.002860589,-0.002061444,0.029900435,-0.008663258,-0.024868543,-0.004327253,0.012082702,0.004073272,-0.002983955,-0.005172836,-0.007899435,-0.005447265,-0.001535629
08-16-04,0.013562755,0.014474584,0.008390386,0.011061487,0.016796371,0.003675557,0,0.007611491,0,0.011258022,0.009095231,0.01419008,0,0.009573086,0.011807193,0.010204014,0.0058707,0.00832713,-0.006471458,-0.011398203,-0.002800237,-0.007060207,-0.005265718,-0.008001323,0.004040724,0.009901532,-0.003146315
08-17-04,0.002193379,0.00693669,-0.001130289,0.009801778,0.01354064,0.011861101,0.004273374,-0.000797372,-0.020074521,0.001952027,0.004666801,0.00178802,0.012118976,-0.000113428,0.004285109,0.003970644,0.003627239,0.004509633,0.003564064,0.002971909,-0.003650773,-0.001780355,0,-0.00075419,0.001878622,0.002291387,-0.000310752
08-18-04,0.01236648,0.019920033,-0.001116974,0.008319776,0.0320416,0.014051337,0.015602096,-0.005471708,-0.00071155,-0.000803314,0.002360555,0.005589185,0.004993573,0.001322527,0.003067633,0.010241472,-0.026312076,-0.009940663,0.004492053,-0.00225284,0.002797531,0.015832847,0.003059349,0.001297843,0.008056222,-0.000508743,-0.004856156
08-19-04,-0.003604102,-0.006288261,0.008591238,0.001888985,0.006825129,-0.00036576,-0.00851661,0.002421013,0.017677644,0.001697676,0.000829817,-0.000942346,0.003289391,0.000981317,0.001892805,0.001726766,0.002889013,0.005001368,0.011926634,0.013655324,0.019645639,0.0317757,-0.000749365,0.000728526,0.008503848,0.002444226,-0.001073068
08-20-04,0.006503553,0.009912846,0.005012771,0.004329396,0.011307198,0.006964245,-0.007906692,0.000980207,0.008884863,0.001511716,-0.001807287,-0.002791976,-0.003548859,-0.003287426,-0.002492941,-0.003065183,0.007276861,-0.001439777,-0.001320628,-0.001596056,-0.00112932,0.003540047,-0.004277474,-0.002075843,-0.00793284,0.001305143,-0.001531848
08-23-04,-0.002433879,0.000369895,-0.002420263,0.002536356,-0.014919589,-0.002671853,-0.000843238,-0.008121825,0.015709213,0.008228436,0.014498599,0.015907346,0.010557661,0.011178347,0.01635836,0.021894828,-0.005762552,0.00933098,0.006574819,0.004423461,1.26961E-05,0.006754824,-0.001468154,0.000173152,0.003949684,0.008234201,0.000133723
08-24-04,0.000465356,-0.000984876,0.000111833,0.00524622,0.000787364,-0.0002324,0.003783664,0.007109755,0.017558104,0.000499274,0.001305667,-0.000302261,0.000487755,0.000449035,-0.000528549,-0.003495347,0.015951724,-0.002617292,0.002219965,0.017124414,0.005936764,0,-0.01411761,-0.004611102,0.002544503,0.00089095,-0.000801517
08-25-04,0.007968604,0.012889585,0.006588082,0.001486762,0.008199748,0.005606467,0.00213597,0.007098233,0.001598308,0.0009298,0.000244797,0.004730243,-0.001104206,0.002801907,0.001646909,0.009411004,0.002061247,-0.001004184,0.013085216,0.011520785,0.014571362,0,-0.009724118,0.003311734,0.004896024,0.000839964,0.000706934
08-26-04,0.000117644,-0.004200736,-0.004793243,-0.00386666,-0.020876999,-6.87159E-05,-0.001944503,0.002068464,0.004106462,0.009542681,0.009572259,0.011389465,0.006926024,0.004392503,0.007485574,0.008394838,0.008966112,0.010659661,-6.19964E-05,-0.000675596,0.007731518,0.026568622,0.004823557,0.013492693,0.00138286,0.008890361,-0.000109814
08-27-04,0.002422206,0.00493674,0.000354022,0.002612686,0.000655175,0.015921406,0.010948146,0.000385827,0.006718338,0.008094856,0.005330357,0.004919669,0.005610523,0.005962208,0.005562314,0.002753745,0.020341113,0.005781795,0.007185696,0.002658304,0.000111076,-0.002700865,0.015527831,0.003609716,-0.000726441,0.007084557,-0.000556866
08-30-04,-0.007811832,-0.013843372,-0.003034251,-0.002498949,0.011982724,-0.001667616,0.012617969,0,0.00044696,0,-0.0034395,-0.003206752,-7.61228E-05,-0.002773004,-0.001779032,-0.002492538,0.00031294,-0.00276742,-0.002238088,0.004620147,-0.006326275,-0.001513811,0.008354579,0.007869235,-0.005388855,0,-0.004002888
08-31-04,0.004620162,0.000876288,0.008149358,0.006331183,-0.00289015,0.004724858,-0.010946651,-0.000312157,0.012922142,-0.00688317,-0.011735734,-0.014071475,-0.001549089,-0.003560703,-0.008045046,-0.006068872,0.016156499,-0.004985982,-0.009228353,-0.002137745,-0.002013974,-0.004050383,0.002227192,0,0.007360943,-0.005669948,0.001269534
09-01-04,0.00151121,0.006674807,0.003942306,0.006354278,-0.012812399,0.00302348,0.010988203,-0.002704764,0.040030047,0.009529939,0.005258416,0.008525824,0.008780199,0.009540787,0.006631835,0.012187664,-0.001677623,0.008503499,0.004102821,0.013418227,0.017015334,0.015933329,0.026661273,0.000482987,0.007183567,0.008517541,-0.001351459
09-02-04,0.011150092,0.012363739,-0.002531107,0.008951322,0.00775208,-0.00083758,0.013997928,0.000298937,0.00544692,0.003680469,0.005561235,0.004137989,0.005652287,0.007553017,0.004845743,0.00122504,0.005706101,-0.003334008,0.002280063,-0.001906011,0.007884564,-0.000903425,0.006654403,0.016355533,0.005220377,0.003763402,-0.003478736
09-03-04,-0.004193667,-0.01557358,-0.005311583,-0.008442243,-0.012105719,0.004302709,0.010515794,0.001904067,0.017249608,0.00710083,0.008921438,0.008711246,0.00962301,0.010500978,0.005796233,0.003436504,0.003791715,0.009623624,-0.011748373,-0.003928757,-0.003818748,-0.01579335,0.007938713,-0.000166277,-0.002215599,0.006518824,-0.00318402
09-06-04,0,0,0,0.003968888,0.003847135,9.13462E-05,0.011368913,0.0022717,0.018059056,0.002852568,0.001932152,0.005310429,0.00575187,-0.00025305,0.005853557,0.000989936,0.015074858,0.007225086,0.019929828,0.011994414,0.004279902,0.002574298,-0.002167664,-0.003724709,-0.000712818,0.003482081,-0.001356835
09-07-04,0.006863777,0.007604599,0.002985561,0.010611275,0,-0.007935531,-0.009343698,0.002441226,0.014707554,0.00039433,0.00247717,0.000375484,0.000554881,-0.001157617,0.003200389,-0.002411992,0.002170865,0.003134516,0.004841357,0.002416125,-0.006585498,0.012189964,0.002418113,0.00418784,0.013118802,0.000935925,0.000986172
09-08-04,-0.004495956,-0.004270469,-0.001742389,0.004866653,0.001456619,-0.008890372,-0.001832643,0.00343489,0.016889314,-0.001578255,-0.001247335,-0.001255596,-0.001937256,-0.000615529,-0.00138759,-0.002907858,-0.00580507,-0.000593723,-0.001749481,-0.006574529,-0.003609339,-0.000138546,0.003106952,0.00924138,-0.001588731,-0.000852009,0.004125637
09-09-04,0.001888439,0.010219722,0.004684515,0.001465054,-0.011057479,-0.009782768,0.008868678,0.001752995,-0.023009647,-0.004485298,-0.00696633,-0.008516763,-0.007102382,-0.00522915,-0.010346751,-0.009007374,0.007338532,-0.006173973,-0.009641881,-0.008291779,0.007363884,-0.000528704,-0.008251812,-0.003700478,0.00127648,-0.003889601,0.004486126
09-10-04,0.004941365,0.013103409,-0.003031743,0.010192905,-0.014389713,0.005581433,0.007026775,0.016583991,0.00991159,0.001541341,0.006982646,0.00899809,0.002087606,0.004504512,0.005626621,0.006481336,0.006788915,0.002622276,-0.007884399,0.004762943,0.01744083,0.000557784,0.019141005,0.003912193,0.002606157,0.001940054,0.000793687
09-13-04,0.001689084,0.008447519,0.017154746,-0.003867139,-0.007259502,0.000913756,0.022526274,0.004324611,0.026278382,0.002965894,0.012911144,0.017165132,0.007937727,0.008840833,0.013465884,0.015360316,0.001900591,0.006570622,0.01521138,0.010372055,0.018445658,0.013933832,0,0.008152124,0.011453893,0.003136862,-0.006374883
09-14-04,0.002227004,0.002624303,-0.002449723,0.007567071,0.022676215,0.012693409,0.012136048,0.007560511,0.028361819,-0.00283389,-0.00467349,-0.001407406,-0.003491266,-0.002445956,-0.003116855,-0.004350345,0.011230354,-0.006263632,0.003766964,0.000645931,-0.000575344,-0.001426403,0.013992092,-0.00063012,0.004546113,-0.002800615,0.002281959
09-15-04,-0.007079676,-0.00990585,-0.003014221,-0.003758087,0.001527337,0.010441967,-0.011141799,0.014555624,0.019611701,0.000615791,-0.004373051,-0.001521009,-0.003850802,-0.001802322,-0.003247049,0.00191363,-0.000734976,-0.000343112,-0.01220279,-0.004853538,-0.000928292,-0.008260697,0.00796556,-0.004058604,0.005450932,0.000473209,0.001739465
09-16-04,0.002789825,0.003978324,0.003107239,0,0.023544132,0.006897205,0.018217515,-0.005199723,-0.013643887,0.001779262,-4.60484E-05,0.005540531,0.002242945,0.0010097,0.000120449,-0.0012563,0.005637306,-0.001970658,-0.001723926,0.009541326,0.005568563,0.00339735,-0.002974427,0.005318446,-0.007588624,0.001727303,0.005915105
09-17-04,0.00448481,0.003151409,0.004289429,0.012085117,0.008609524,0,0.011055303,0.005991658,-0.001086013,0.00754308,0.009312676,0.006142087,0.000804251,0.006788941,0.00836574,0.002610763,-0.005343251,0.003143975,-0.005118397,0.001141678,-0.00853547,-0.012410659,0.001919285,0.002177648,0.003612167,0.00716004,0.002574663
09-20-04,-0.005642579,-0.001058101,0.001163465,0.001217919,0.000199342,0.001632624,0.009276548,-0.00300135,0.0123095,-0.002508043,-0.006064695,-0.00260867,-0.003940819,-0.001074537,-0.008938004,-0.002410791,0.000587851,0.00097371,0,-0.00027225,0.010275871,0.007900456,0,0.006585531,-0.00797452,-0.002492279,0.003366113
09-21-04,0.006306927,0.006847321,0.012001715,0.004311442,0.001195219,0.012965913,0.020735024,0.005824578,0.003259332,0.006290903,0.007384197,0.003348103,0.002183001,0.006750387,0.006456576,0.001156193,0.014456365,0.009721003,-0.000146187,0.006269386,0.000326717,0.014342794,0.011269073,-0.000242709,0.007611295,0.005196911,0.005987246
09-22-04,-0.014035881,-0.018635173,-0.006598194,-0.006762684,-0.01556248,-0.006133069,-0.003025415,0.006773053,0.01030224,-0.003499737,-0.010515707,-0.012269845,-0.006139411,-0.003887517,-0.013925954,0.001596488,0.004975534,-0.005386893,-0.005561935,-0.002426938,-0.026061454,0.003510236,-0.006854714,-0.010259003,-0.003160431,-0.003068434,0.002319381
09-23-04,-0.004680645,0.000381746,0.000647349,0.003161858,0.008517842,0.007089271,0.01399251,-1.31776E-05,0.01896115,-0.005239843,-0.010621988,-0.009350209,-0.003846975,-0.002361276,-0.00939289,-0.004553865,-0.001153403,-0.011061201,0,0.000617641,-0.006511394,-0.005531014,-0.001795728,-0.003990199,-0.003635391,-0.00594473,-0.003718539
09-24-04,0.001577664,-0.003691011,-0.000378346,0.004161019,0.001241406,0.003673752,-0.001936285,0.005411235,-0.011001887,0.00214292,0.005571486,0.001187314,-0.000600864,0.002325541,-0.001410437,-0.001747101,0.000849162,-0.003635508,-0.011339609,-0.0162138,0.002912542,-0.007614924,0.003738281,0.002845085,-0.005028874,0.002149809,0.005057983
09-27-04,-0.005954039,-0.010483173,-0.010586321,-0.015674261,-0.006025403,0.001743267,0.012649641,0.021478667,-0.00581078,-0.008092771,-0.004523611,-0.009231028,-0.005827039,-0.005698225,-0.007514896,-0.005951543,0.00431476,-0.008283627,-0.003294956,-0.003445168,0,-0.00732282,-0.005184055,-0.008264898,0.005274431,-0.006800014,-0.000414908
09-28-04,0.005908997,0.00535694,0.013935232,0.014474253,0.017215342,-0.003477729,0.017271833,-0.001717224,-0.014855127,0.005730926,0.002878053,0.002036965,0.00610248,0.004840194,0.002439289,0.001383226,0.003231844,0.009812151,-0.004036935,-0.005474993,0,0,-0.004245237,-0.003329912,-0.003558629,0.004919184,0.004661008
09-29-04,0.004260949,0.012790406,0.001959271,0.012546135,-0.000960402,0.015835374,0.012950503,0.035174399,-0.005581373,0.004543774,0.004135982,0.009763452,0.007445642,0.0021437,0.00320217,0.021973898,0.003870809,0.005747403,-0.002728494,0,0,-0.006770778,0.000941528,0.001489204,-0.005040336,0.004504552,0.001330926
09-30-04,-0.000197364,0.001530028,0.003950902,-0.00209229,0.001588686,-0.004523969,-0.00403561,0.016774035,-0.004297523,-0.003777751,-0.011486783,-0.007029105,-0.002338717,-0.008062681,-0.00418952,-0.005905223,0.000110827,-0.012021933,0.003467895,0.012982508,0.003586878,0.006167097,0.008869482,0.003819228,0.005622095,-0.00294942,0.001566965
10-01-04,0.015066534,0.023632007,0.009049534,0.01097234,0.022620068,0.014042544,0.015304604,-0.010269706,0.004600775,0.019241363,0.024299878,0.025879185,0.023558303,0.018889332,0.021167236,0.015940065,0.025987259,0.011569866,0.014820018,0,0.012991676,0.016904764,0.019047229,0.004659934,-0.000450703,0.01743766,0.007061695
10-04-04,0.003238233,0.005238034,0.007496618,0.009287624,0.015582216,0.0068218,0.005990023,0.000782364,0.012975784,0.004753044,0.009843728,0.009546374,0.010202503,0.006720763,0.012971986,0.013422277,0.022844368,0.012938418,0.026452263,0.018068959,0.040344818,0.022059712,0.024279801,0.012961205,0.017408011,0.005560663,0.000135963
10-05-04,-0.000608023,0.00158653,-0.001801254,-0.005766202,0.002270674,-0.006573442,-0.027554882,0.015717134,-0.00185015,0.005389356,0.000843804,0.003818371,4.81632E-05,0.00371045,0.0027112,-0.00012384,0.016597023,-0.000714426,0.000195023,-0.002109377,0.00453084,0.000501687,0.005669003,-0.004065729,-0.002057545,0.0044298,0.001494373
10-06-04,0.006650497,0.007910334,0.008475922,-0.002379296,-0.007389257,-0.0041435,-0.006512436,0.017268929,0.001220873,-0.00016997,-0.001499702,0.000234615,0.002200988,-0.001468532,0.002525817,-0.004966212,0.006871762,-0.000536155,0.009136609,-0.004475498,0.002945344,-0.003360346,-0.006123307,-2.3214E-05,0.002618896,-0.000411248,-0.000514722
10-07-04,-0.010032205,-0.011486139,-0.005260699,0.000634552,0.003203739,-0.004481068,0.010810154,0.001669859,0.006713076,-0.001616162,-0.001565805,-0.001556897,0.00109268,0.002795348,0.00216415,0.000553021,0.01461993,-0.010639354,-0.002708009,0.003772383,-0.002391725,0.006969998,-0.007308844,0.003036451,-0.005146336,-0.000964525,6.10647E-05
10-08-04,-0.007555112,-0.014760549,-0.001189324,-0.016076513,-0.00738693,-0.007765758,-0.01015434,0,0.003653999,4.25641E-05,-0.005557222,-0.006904195,-0.001140737,-0.002480481,-0.008236862,-0.002449438,0.002305,-0.005616771,-0.000461594,-0.00604372,-0.004471596,-0.000137647,0.006910429,-0.003570522,-0.000812825,-4.28894E-05,-0.000514956
10-11-04,0.00200309,0.004567748,0,0.004961588,0.00113198,0,0,0.027271884,0.007447989,-0.002855805,-0.002740605,0.000567633,-0.002586483,-0.000314867,-0.001434249,0.001702788,-0.000115848,-0.005283114,0,0.004796859,-0.000306385,-0.002112959,0.005157766,-0.006968994,-0.006208538,-0.002542334,0.002513292
10-12-04,-0.002270472,-0.001863034,-0.003298726,0.004352132,0,-0.007240965,0.008223092,0.008791082,0.011438013,-0.008057129,-0.0104931,-0.012860415,0,-0.006705662,-0.013425849,-0.009059392,-0.034295136,-0.005696873,-0.013085101,-0.00403213,-0.026473487,-0.018182861,-0.01281333,-0.002693368,-0.011631909,-0.008108083,1.99632E-05
10-13-04,-0.007327285,-0.002413086,-0.006419479,-0.007357018,-0.028137122,-0.007770407,0.023962392,-0.019603728,-0.001789801,-0.002822457,0.00151428,0.002404783,-0.000638627,0.002427655,0.004716562,0.010759286,-0.005666163,0.003520872,-0.000519694,-0.006056067,-0.002228355,-0.002761538,0.016326331,0.000597851,0.000500768,-0.003256512,-0.00186776
10-14-04,-0.009346284,-0.009159092,0.001831159,-0.006082969,-0.014262233,0.001934887,0.022890272,-0.011975451,0.006781054,-0.001165778,-0.007981812,-0.008986366,-0.004942041,-0.003202931,-0.008481558,-0.008890673,-0.001931114,-0.01108116,-0.014547982,-0.010394279,-0.011216871,-0.022384932,-0.004071202,-0.001348602,-0.011048607,-0.001449298,-2.10532E-05
10-15-04,0.004440452,0.004446176,0.004937685,0.010557351,0.017627212,0.011078529,0.029901051,0.015599474,0.001250621,-0.00144832,0.001584032,-0.004667693,0.000678106,-0.000987585,-0.00240608,-0.005560304,-0.004889689,-0.007468683,-0.004663627,0.001843279,-0.005555011,-0.001759372,-0.002411987,-0.001021457,0.005881292,-0.000792997,-0.008554705
10-18-04,0.005238017,0.013004274,-3.41339E-06,0.005835681,0.001851263,0.012526797,0.012213028,0.007917666,0,0.000843307,-0.002987492,-0.001771023,0.000713936,-0.002013459,-0.003941404,-0.000995171,0.014403479,0.000559295,-0.001579146,-0.001892377,0.007490229,-0.008401715,-0.003745375,0.000469765,-0.007395724,0.000230993,-0.002338506
10-19-04,-0.009732854,-0.007058085,-0.007809546,-0.002895894,-0.022379082,0.003531431,-0.023202105,0.011401419,-0.004398818,0.006162617,0.011072926,0.01242766,0.009714366,0.007257642,0.010657835,0.014976549,-0.000433888,0.009663524,0.009009397,0.009149605,0.008802667,0.006160689,-0.001164084,5.87051E-05,0.010378907,0.006026143,-0.006614554
10-20-04,0.000389689,0.005223217,0.007719656,0.00480168,-0.000852152,-0.007699341,-0.000148108,0.017259768,-0.006080144,-0.008369694,-0.009470303,-0.013135415,-0.007104975,-0.005879574,-0.014153913,-0.014023407,-0.041306601,-0.007634049,-0.016647732,-0.011885274,-0.03225205,-0.003354571,-0.014877053,-0.003634464,-0.011201073,-0.008085166,-0.00066762
10-21-04,0.002560914,0.010626382,0.006639185,0.008095805,0.008072777,0.014449068,0.015773043,-0.000888437,0.00433942,0.000216596,0.005943,0.005520975,0.006853377,0.004931324,0.003496078,-0.004029009,-0.003781373,0.004565201,-0.008578175,0.001235473,-0.00967726,0.001536393,-0.007907096,0.000659654,0.008403277,0.000763904,0.000731894
10-22-04,-0.009772035,-0.019893335,-0.007471337,0.005286493,-0.014124232,0.005801704,-0.024683298,-0.008788999,-0.001271809,-0.000433238,-9.76311E-05,0.000274488,0.003206128,0.002106003,0.001162649,-0.011473646,0.01456227,-0.001816161,0.006273593,0,0.009146109,-0.00390083,0.019710504,0.005484163,-0.000476776,0.00018325,-0.004159519
10-25-04,-0.000839976,-0.000574536,-0.003609824,-0.004291187,-0.005862636,-0.014730283,0.004150913,0.001890882,0,-0.011089559,-0.021411876,-0.020728512,-0.017130266,-0.011531875,-0.015407201,-0.023699566,0.001649517,-0.015214109,-0.018403329,-0.015259671,-0.024483136,0,-0.004876854,-0.003437296,-0.00573911,-0.010318479,0
10-26-04,0.014760683,0.007676672,0.007857804,0.014527163,0.010838032,0.00081183,0.01304427,0.003683599,0.002439801,0.004132102,0.002883018,0.002034557,0.00027942,0.001417786,0.003379062,0.005506934,0.006173049,0.003815902,0.001247913,0.002668439,0.006856437,-0.019548515,-0.006258359,0.000704846,0.002177299,0.004213922,-0.010372412
10-27-04,0.012797013,0.021135603,-0.003087029,0.015410232,0.013989889,0.008461664,0.048372315,-0.003114484,-0.003613347,0.010137385,0.016144787,0.017140072,0.012781616,0.011585656,0.014135814,0.016155812,0.023316511,0.008388731,0.00182453,-0.001061848,-0.004668617,-0.002105385,0.009264578,-0.000446345,0.000999224,0.009471249,0.002053171
10-28-04,0.001811048,0.002914545,-0.001133619,-0.006555727,-0.010512187,0.010849851,-0.004137373,-0.007064638,0.006505917,0.002739166,0.01173764,0.007747908,0.011565785,0.006699725,0.008810094,0.005275781,-0.016557718,0.007285163,0.014961474,0.021150718,0.028758561,0.007859712,0.015117424,0.00213595,0.015638866,0.002457964,0.009277194
10-29-04,0.002445032,-0.000379677,0.010189296,0.010596966,0.005380531,0.005307579,0.004961243,0.010616407,0.003715546,-0.004014249,-0.00403843,0.00016667,-0.002029229,-0.002542005,-0.000423537,-0.003580516,0.009096958,-0.009427029,-0.007556266,-0.004470385,0.001558398,0.001819061,-0.001894804,0.009509269,-0.004413329,-0.003428046,0.000722964
11-01-04,0.00027425,0.002467851,-0.001437177,0.005008041,0.009532681,0,0.021033662,0,0,0.010669062,0.007324425,0.013142224,0,0.010060447,0.002055499,0.01264479,0.003069102,0.010921977,-0.003413914,0.003028044,0.000981742,-0.008759,0.003598453,0.003361971,-0.000751471,0.009757865,0.005452097
11-02-04,3.53816E-05,0.002481929,0.001433796,-0.001033021,0,0.00798747,-0.011153641,-0.002024404,0.018105817,0.004142207,0.008472152,0.006193647,0.010375646,0.003101739,0.009377323,0.017043215,-0.017288178,0.011697541,0.014161398,0.01624776,0.013089177,0.018122779,0.020410053,0.011655801,0.009251476,0.004403721,0.007798061
11-03-04,0.01111836,0.009796725,-0.003341186,0.013292359,0.016496195,-0.006213228,-0.008110219,-0.002031342,0.017611094,0.0053763,0.00108549,0.000364014,0.002301578,0.001856436,0.003851613,0.003820141,0.005167734,0.009578305,0,0.006659849,0.016841566,0.017766069,0.010124477,0.004884126,0.010203509,0.005579937,0.005346795
11-04-04,0.016036025,0.009583088,0.002852956,0.008349537,0.009234453,0.002019029,0.010400044,0.002819568,0.023628764,0.002074777,-0.001986093,0.000579178,0.000949618,0.003394541,-0.006007819,-0.005811843,0.007513252,0.001983984,0.005354944,-0.002135485,-0.011505456,-0.000361664,-0.002281441,-0.007346631,-0.00436093,0.002127057,0.006071929
11-05-04,0.00386625,0.007537137,0.000240198,-0.0059641,-0.014255469,-0.003787616,0.016948204,0.011059798,0.017494627,0.002429211,0.004915539,0.005478141,0.004302993,0.003962837,0.008359256,0.005880665,0.012283711,0.012249217,0.01049626,0.009370215,0.011075656,0.01197093,0.005951841,-0.000619444,0.002332673,0.003286114,-0.004651003
11-08-04,-0.001098213,0.000152028,-0.004861415,-0.002875962,-0.014103991,-0.005057417,-0.021517689,0.000564028,0.002179969,-0.00490674,-0.001058484,0.001325538,0.000874702,0.003811343,0.001900915,0.002556808,0,-0.0028162,-0.007070828,0.004918617,-0.0170734,0.001036333,-0.005499412,0.00161663,-0.003327394,-0.004918301,0.002980644
11-09-04,-0.000695586,0.001998737,0.002199098,0.002285651,0.000172311,-0.005225962,-0.008338705,0.000200963,0.000352994,0.000233192,-0.00186831,-0.000894976,-0.003327946,-0.002210171,-0.001247068,-0.000782843,0.005248263,-0.005243531,-0.001727665,-0.00331042,-0.002319171,0.001302739,0.014124443,0.003978831,0.001574518,0.000149266,0.003245885
11-10-04,-0.001005591,-0.004301251,-0.000394644,0.00060303,0.010229249,-0.002746437,0.008546862,0.001873709,0.010019312,0.003554732,0.003963022,0.005837313,-0.002541357,0.000544496,0.005481414,0.003346824,-0.014187389,0.00651002,0.00274046,0.01145327,0.019229895,0.000553235,0.019046855,0.006732424,0.0048581,0.003545975,0.000736139
11-11-04,0.009048209,0.013042718,0.005020363,0.01497379,0.002814247,-0.002173883,-0.010048545,0.006148482,0.010539078,0.008915676,0.012831762,0.01014128,0.0035818,0.010053738,0.011574747,0.007788616,-0.006064648,0.007123031,-0.013555817,-0.003506631,0.000836334,-0.012513051,0.00701994,0,0,0.008348986,0.005166973
11-12-04,0.009068414,0.011609614,0.001147193,-0.00122277,0.021646859,-0.000315864,-0.020977534,0.002267656,0.009670373,0.003552476,0.000344248,0.003031126,-0.000993658,0.001144512,0.00361527,0.008698707,0.005854058,0.006967194,0.01582882,0.011671494,0.017734205,0.007232249,0.00951484,0,0.007215061,0.004117023,0.004099115
11-15-04,-0.000295609,0.00418718,0.00458125,-0.00016142,0,-0.009053021,-0.007815128,-0.001658756,0,0.001917266,-0.003693801,-0.002176937,-0.003503205,-0.002762526,-0.003294031,0.000309754,-0.002515459,-0.002622433,0.018662372,0.010662273,0.006435497,-0.001770997,0,0,0,0.00184903,-0.001201012
11-16-04,-0.00711246,-0.007414879,0.001652392,-0.000353878,-0.011015119,0.004978054,0.007934396,-0.006055646,-0.013650789,-0.006831384,-0.007012283,-0.004149524,-0.007291693,-0.007585543,-0.008621501,-0.004061344,0.003492822,-0.003654697,-0.005879606,-0.013450451,-0.00650394,0.000704038,0,0,-0.004792264,-0.006450781,-0.00450601
11-17-04,0.005523118,0.01008074,0.003968879,0.005775198,0.016591296,0.003109527,0.003484283,0.003412546,-0.01684456,0.005331227,0.013057877,0.015948525,0.019412629,0.013941389,0.007862045,0.01256222,0.011476173,0.004922772,-0.002732693,0.005723408,0.009999913,0.019738436,0,0.021716709,0.004331974,0.005369451,-0.000842972
