"","block","qt"
"347",347,0.0348484848484849
"348",348,0.0196969696969697
"349",349,0.0121212121212121
"350",350,0.0227272727272727
"351",351,-0.021969696969697
"352",352,-0.0234848484848485
"353",353,-0.021969696969697
"354",354,-0.0409090909090909
"355",355,-0.0454545454545455
"356",356,-0.0689393939393939
"357",357,-0.0795454545454545
"358",358,-0.113636363636364
"359",359,-0.0416666666666667
"360",360,-0.0712121212121212
"361",361,-0.0136363636363636
"362",362,-0.0242424242424242
"363",363,0.0257575757575758
"364",364,0.00833333333333334
"365",365,0.00833333333333333
"366",366,0.0833333333333333
"367",367,0.0204545454545455
"368",368,0.0492424242424242
"369",369,0.0204545454545455
"370",370,0.0704545454545455
"371",371,0.078030303030303
"372",372,0.148484848484848
"373",373,0.0916666666666667
"374",374,0.0507575757575758
"375",375,0.0651515151515152
"376",376,-0.00606060606060606
"377",377,-0.028030303030303
"378",378,-0.0636363636363636
"379",379,-0.0954545454545455
"380",380,-0.149242424242424
"381",381,-0.109090909090909
"382",382,-0.141666666666667
"383",383,-0.117424242424242
"384",384,-0.0916666666666667
"385",385,-0.0946969696969697
"386",386,-0.0765151515151515
"387",387,-0.0265151515151515
"388",388,-0.078030303030303
"389",389,-0.127272727272727
"390",390,-0.115151515151515
"391",391,-0.161363636363636
"392",392,-0.20530303030303
"393",393,-0.221969696969697
"394",394,-0.225
"395",395,-0.324242424242424
"396",396,-0.203787878787879
"397",397,-0.146969696969697
"398",398,-0.190151515151515
"399",399,-0.166666666666667
"400",400,-0.106060606060606
"401",401,-0.0568181818181818
"402",402,-0.0333333333333333
"403",403,0.0492424242424242
"404",404,0.000757575757575751
"405",405,0.0174242424242424
"406",406,0.00984848484848484
"407",407,0.0196969696969697
"408",408,0.0212121212121212
"409",409,0.0136363636363636
"410",410,0.0090909090909091
"411",411,-0.0371212121212121
"412",412,-0.0977272727272727
"413",413,-0.164393939393939
"414",414,-0.109848484848485
"415",415,-0.0371212121212121
"416",416,-0.0242424242424242
"417",417,-0.0166666666666667
"418",418,-0.0121212121212121
"419",419,0.0856060606060606
"420",420,0.147727272727273
"421",421,0.206060606060606
"422",422,0.260606060606061
"423",423,0.204545454545455
"424",424,0.199242424242424
"425",425,0.218939393939394
"426",426,0.235606060606061
"427",427,0.207575757575758
"428",428,0.137121212121212
"429",429,0.141666666666667
"430",430,0.0924242424242424
"431",431,0.0689393939393939
"432",432,0.0878787878787879
"433",433,0.137878787878788
"434",434,0.140151515151515
"435",435,0.140909090909091
"436",436,0.218181818181818
"437",437,0.187121212121212
"438",438,0.209848484848485
"439",439,0.228787878787879
"440",440,0.25
"441",441,0.221969696969697
"442",442,0.159090909090909
"443",443,0.125757575757576
"444",444,0.138636363636364
"445",445,0.181818181818182
"446",446,0.148484848484848
"447",447,0.118939393939394
"448",448,0.0659090909090909
"449",449,0.0553030303030303
"450",450,0.0901515151515151
"451",451,0.0901515151515151
"452",452,0.0901515151515152
"453",453,0.0234848484848485
"454",454,0.046969696969697
"455",455,0.126515151515152
"456",456,0.160606060606061
"457",457,0.158333333333333
"458",458,0.143939393939394
"459",459,0.0909090909090909
"460",460,0.0151515151515152
"461",461,0.0189393939393939
"462",462,0.0265151515151515
"463",463,0.0386363636363636
"464",464,-0.00681818181818182
"465",465,0.0196969696969697
"466",466,0.0295454545454545
"467",467,0.115151515151515
"468",468,0.186363636363636
"469",469,0.254545454545455
"470",470,0.238636363636364
"471",471,0.206060606060606
"472",472,0.19469696969697
"473",473,0.11969696969697
"474",474,0.0681818181818182
"475",475,0.028030303030303
"476",476,-0.0765151515151515
"477",477,-0.0909090909090909
"478",478,-0.124242424242424
"479",479,-0.0545454545454546
"480",480,-0.0234848484848485
"481",481,-0.0545454545454545
"482",482,-0.00151515151515152
"483",483,0.0840909090909091
"484",484,0.133333333333333
"485",485,0.154545454545455
"486",486,0.211363636363636
"487",487,0.114393939393939
"488",488,0.0727272727272727
"489",489,0.0939393939393939
"490",490,0.107575757575758
"491",491,0.0939393939393939
"492",492,0.158333333333333
"493",493,0.108333333333333
"494",494,0.078030303030303
"495",495,0.112121212121212
"496",496,0.137121212121212
"497",497,0.171212121212121
"498",498,0.195454545454545
"499",499,0.171969696969697
"500",500,0.15530303030303
"501",501,0.0977272727272727
"502",502,0.103787878787879
"503",503,0.0583333333333333
"504",504,0.110606060606061
"505",505,0.129545454545455
"506",506,0.106060606060606
"507",507,0.0848484848484849
"508",508,0.0825757575757576
"509",509,0.11969696969697
"510",510,0.146969696969697
"511",511,0.147727272727273
"512",512,0.108333333333333
"513",513,0.0962121212121212
"514",514,0.0606060606060606
"515",515,0.0507575757575758
"516",516,0.0363636363636364
"517",517,0.0689393939393939
"518",518,-0.0318181818181818
"519",519,0.0416666666666667
"520",520,0.0446969696969697
"521",521,0.0795454545454545
"522",522,0.075
"523",523,0.0765151515151515
"524",524,0.110606060606061
"525",525,0.0871212121212121
"526",526,0.154545454545455
"527",527,0.0916666666666667
"528",528,0.0666666666666667
"529",529,0.0484848484848485
"530",530,0.0462121212121212
"531",531,0.0204545454545455
"532",532,-0.0318181818181818
"533",533,-0.00833333333333333
"534",534,0.0310606060606061
"535",535,0.028030303030303
"536",536,0.0159090909090909
"537",537,-0.0128787878787879
"538",538,-0.0416666666666667
"539",539,-0.0742424242424242
"540",540,-0.0181818181818182
"541",541,-0.05
"542",542,-0.0416666666666667
"543",543,-0.0477272727272727
"544",544,-0.046969696969697
"545",545,-0.0462121212121212
"546",546,-0.0106060606060606
"547",547,0.0151515151515151
"548",548,0.0363636363636364
"549",549,0.0583333333333333
"550",550,0.028030303030303
"551",551,0.05
"552",552,0.0666666666666667
"553",553,0.053030303030303
"554",554,-0.0121212121212121
"555",555,0.0590909090909091
"556",556,0.00378787878787879
"557",557,-0.0621212121212121
"558",558,-0.0636363636363636
"559",559,-0.0553030303030303
"560",560,-0.0212121212121212
"561",561,-0.00454545454545454
"562",562,0.11969696969697
"563",563,0.106060606060606
"564",564,0.112121212121212
"565",565,0.19469696969697
"566",566,0.162878787878788
"567",567,0.18030303030303
"568",568,0.159090909090909
"569",569,0.149242424242424
"570",570,0.146212121212121
"571",571,0.1
"572",572,0.0628787878787879
"573",573,0.0348484848484848
"574",574,0.0537878787878788
"575",575,0.00454545454545454
"576",576,0.00681818181818181
"577",577,0.0151515151515151
"578",578,-0.0560606060606061
"579",579,-0.118939393939394
"580",580,-0.109848484848485
"581",581,-0.0962121212121212
"582",582,-0.0893939393939394
"583",583,-0.078030303030303
"584",584,-0.0621212121212121
"585",585,-0.0856060606060606
"586",586,-0.0053030303030303
"587",587,0.0348484848484849
"588",588,0.109090909090909
"589",589,0.0689393939393939
"590",590,0.0568181818181818
"591",591,0.112121212121212
"592",592,0.0939393939393939
"593",593,0.112878787878788
"594",594,0.028030303030303
"595",595,0.0893939393939394
"596",596,0.0696969696969697
"597",597,0.0886363636363636
"598",598,0.0863636363636364
"599",599,0.0590909090909091
"600",600,0.00833333333333333
"601",601,0.0492424242424242
"602",602,0.053030303030303
"603",603,0.0439393939393939
"604",604,-0.0196969696969697
"605",605,-0.0409090909090909
"606",606,-0.00681818181818182
"607",607,0.00454545454545455
"608",608,0.0621212121212121
"609",609,0.0553030303030303
"610",610,0.125
"611",611,0.118181818181818
"612",612,0.149242424242424
"613",613,0.218939393939394
"614",614,0.201515151515152
"615",615,0.189393939393939
"616",616,0.165909090909091
"617",617,0.115909090909091
"618",618,0.0810606060606061
"619",619,0.0787878787878788
"620",620,0.0628787878787879
"621",621,0.0795454545454545
"622",622,0.0393939393939394
"623",623,0.00151515151515151
"624",624,0.0189393939393939
"625",625,0.025
"626",626,0.0159090909090909
"627",627,0.0318181818181818
"628",628,0.0795454545454545
"629",629,0.0477272727272727
"630",630,0.0886363636363636
"631",631,0.131060606060606
"632",632,0.1
"633",633,0.0787878787878788
"634",634,0.0409090909090909
"635",635,0.0401515151515151
"636",636,-0.0757575757575758
"637",637,-0.0522727272727273
"638",638,-0.0590909090909091
"639",639,-0.0386363636363636
"640",640,0.0166666666666667
"641",641,0.0287878787878788
"642",642,0.0727272727272727
"643",643,0.0901515151515151
"644",644,0.125
"645",645,0.0659090909090909
"646",646,0.0734848484848485
"647",647,0.0871212121212121
"648",648,0.0636363636363636
"649",649,0.0734848484848485
"650",650,0.0590909090909091
"651",651,0.0166666666666667
"652",652,0.0856060606060606
"653",653,0.167424242424242
"654",654,0.153030303030303
"655",655,0.075
"656",656,0.0371212121212121
"657",657,0.0643939393939394
"658",658,0.071969696969697
"659",659,0.0757575757575758
"660",660,0.0363636363636364
"661",661,-0.0522727272727273
"662",662,-3.46944695195361e-18
"663",663,0.0325757575757576
"664",664,0.0477272727272727
"665",665,0.0666666666666667
"666",666,0.0734848484848485
"667",667,0.0401515151515151
"668",668,0.0431818181818182
"669",669,0.122727272727273
"670",670,0.107575757575758
"671",671,0.110606060606061
"672",672,0.143939393939394
"673",673,0.0636363636363636
"674",674,0.0674242424242424
"675",675,0.131818181818182
"676",676,0.179545454545455
"677",677,0.141666666666667
"678",678,0.112878787878788
"679",679,0.0962121212121212
"680",680,0.0856060606060606
"681",681,0.125757575757576
"682",682,0.145454545454545
"683",683,0.142424242424242
"684",684,0.101515151515152
"685",685,0.096969696969697
"686",686,0.0916666666666667
"687",687,0.113636363636364
"688",688,0.0871212121212121
"689",689,0.110606060606061
"690",690,0.0772727272727273
"691",691,0.0446969696969697
"692",692,0.0590909090909091
"693",693,0.00757575757575758
"694",694,-0.0234848484848485
"695",695,-0.00833333333333333
"696",696,0.0318181818181818
"697",697,0.0393939393939394
"698",698,0.0545454545454545
"699",699,0.0272727272727273
"700",700,0.0159090909090909
"701",701,0.0151515151515152
"702",702,0.0136363636363636
"703",703,-0.0606060606060606
"704",704,-0.0984848484848485
"705",705,-0.103787878787879
"706",706,-0.0727272727272727
"707",707,-0.0636363636363636
"708",708,-0.0643939393939394
"709",709,0.00757575757575758
"710",710,0.0393939393939394
"711",711,0.0810606060606061
"712",712,0.0409090909090909
"713",713,0.0212121212121212
"714",714,0.0325757575757576
"715",715,0.00606060606060606
"716",716,0.0136363636363636
"717",717,-0.0053030303030303
"718",718,0.0371212121212121
"719",719,0.0409090909090909
"720",720,0.0810606060606061
"721",721,0.113636363636364
"722",722,0.10530303030303
"723",723,0.156060606060606
"724",724,0.096969696969697
"725",725,0.0893939393939394
"726",726,0.0825757575757576
"727",727,0.0590909090909091
"728",728,0.0992424242424242
"729",729,0.0924242424242424
"730",730,0.0439393939393939
"731",731,0.0628787878787879
"732",732,0.0992424242424242
"733",733,0.0916666666666667
"734",734,0.0643939393939394
"735",735,0.0757575757575758
"736",736,0.0189393939393939
"737",737,-0.0416666666666667
"738",738,-0.0515151515151515
"739",739,-0.0303030303030303
"740",740,-0.0439393939393939
"741",741,-0.0803030303030303
"742",742,-0.0333333333333333
"743",743,-0.0401515151515152
"744",744,-0.0507575757575758
"745",745,-0.00909090909090909
"746",746,-0.0371212121212121
"747",747,-0.121212121212121
"748",748,-0.146969696969697
"749",749,-0.0977272727272727
"750",750,-0.139393939393939
"751",751,-0.117424242424242
"752",752,-0.115909090909091
"753",753,-0.134848484848485
"754",754,-0.021969696969697
"755",755,0.0340909090909091
"756",756,0.107575757575758
"757",757,0.10530303030303
"758",758,0.0863636363636364
"759",759,0.0409090909090909
"760",760,0.0507575757575758
"761",761,0.0643939393939394
"762",762,-0.0227272727272727
"763",763,-0.078030303030303
"764",764,-0.121212121212121
"765",765,-0.109090909090909
"766",766,-0.115909090909091
"767",767,-0.137121212121212
"768",768,-0.151515151515152
"769",769,-0.149242424242424
"770",770,-0.0696969696969697
"771",771,-0.0439393939393939
"772",772,-0.0636363636363636
"773",773,-0.0583333333333333
"774",774,-0.0310606060606061
"775",775,0.101515151515152
"776",776,0.14469696969697
"777",777,0.152272727272727
"778",778,0.0651515151515151
"779",779,0.0924242424242424
"780",780,0.131060606060606
"781",781,0.139393939393939
"782",782,0.121212121212121
"783",783,0.0492424242424242
"784",784,0.0053030303030303
"785",785,0.00151515151515152
"786",786,0.0159090909090909
"787",787,0.0590909090909091
"788",788,0.0651515151515152
"789",789,-0.00606060606060606
"790",790,0.0143939393939394
"791",791,0.00681818181818182
"792",792,0.127272727272727
"793",793,0.128030303030303
"794",794,0.195454545454545
"795",795,0.141666666666667
"796",796,0.153030303030303
"797",797,0.212878787878788
"798",798,0.226515151515152
"799",799,0.223484848484848
"800",800,0.127272727272727
"801",801,0.121969696969697
"802",802,0.0636363636363636
"803",803,0.053030303030303
"804",804,0.0522727272727273
"805",805,0.053030303030303
"806",806,0.00909090909090909
"807",807,-0.0151515151515152
"808",808,0.0378787878787879
"809",809,0.000757575757575758
"810",810,-0.0272727272727273
"811",811,-0.0242424242424242
"812",812,-0.025
"813",813,-0.0053030303030303
"814",814,0.00984848484848485
"815",815,0.0886363636363636
"816",816,0.0416666666666667
"817",817,0.0727272727272727
"818",818,0.139393939393939
"819",819,0.19469696969697
"820",820,0.171212121212121
"821",821,0.137121212121212
"822",822,0.116666666666667
"823",823,0.0977272727272727
"824",824,0.14469696969697
"825",825,0.157575757575758
"826",826,0.111363636363636
"827",827,0.0659090909090909
"828",828,0.0712121212121212
"829",829,0.0954545454545455
"830",830,0.131060606060606
"831",831,0.125757575757576
"832",832,0.0803030303030303
"833",833,0.0454545454545455
"834",834,0.106060606060606
"835",835,0.127272727272727
"836",836,0.131060606060606
"837",837,0.134848484848485
"838",838,0.121969696969697
"839",839,0.0946969696969697
"840",840,0.108333333333333
"841",841,0.126515151515152
"842",842,0.0606060606060606
"843",843,0.0492424242424242
"844",844,0.0393939393939394
"845",845,-0.000757575757575759
"846",846,0.0295454545454545
"847",847,0.0545454545454545
"848",848,0.0757575757575758
"849",849,0.103030303030303
"850",850,0.0977272727272727
"851",851,0.0977272727272727
"852",852,0.0946969696969697
"853",853,0.125
"854",854,0.112878787878788
"855",855,0.103787878787879
"856",856,0.075
"857",857,0.1
"858",858,0.139393939393939
"859",859,0.157575757575758
"860",860,0.187121212121212
"861",861,0.168181818181818
"862",862,0.154545454545455
"863",863,0.0818181818181818
"864",864,0.107575757575758
"865",865,0.0606060606060606
"866",866,0.0189393939393939
"867",867,0.0128787878787879
"868",868,-0.0106060606060606
"869",869,-0.00227272727272727
"870",870,0.0416666666666667
"871",871,0.125
"872",872,0.126515151515152
"873",873,0.164393939393939
"874",874,0.172727272727273
"875",875,0.0909090909090909
"876",876,0.131060606060606
"877",877,0.118181818181818
"878",878,0.0484848484848485
"879",879,0.0431818181818182
"880",880,0.0234848484848485
"881",881,-0.0318181818181818
"882",882,-0.0212121212121212
"883",883,0.0378787878787879
"884",884,0.0484848484848485
"885",885,0.0628787878787879
"886",886,0.0818181818181818
"887",887,0.0636363636363636
"888",888,0.0946969696969697
"889",889,0.102272727272727
"890",890,0.0878787878787879
"891",891,0.0757575757575758
"892",892,0.0446969696969697
"893",893,0.00833333333333333
"894",894,-0.0234848484848485
"895",895,-0.0356060606060606
"896",896,-0.0651515151515152
"897",897,-0.021969696969697
"898",898,0.0053030303030303
"899",899,0.0568181818181818
"900",900,0.0348484848484848
"901",901,0.0318181818181818
"902",902,0.0409090909090909
"903",903,0.0984848484848485
"904",904,0.0946969696969697
"905",905,0.00454545454545455
"906",906,0.0265151515151515
"907",907,0.0333333333333333
"908",908,0.0340909090909091
"909",909,0.00909090909090909
"910",910,-0.00454545454545455
"911",911,-0.0689393939393939
"912",912,-0.126515151515152
"913",913,-0.0356060606060606
"914",914,-0.0734848484848485
"915",915,-0.125757575757576
"916",916,-0.147727272727273
"917",917,-0.0840909090909091
"918",918,-0.0621212121212121
"919",919,-0.0537878787878788
"920",920,-0.0424242424242424
"921",921,-0.0553030303030303
"922",922,-0.00909090909090909
"923",923,0.0295454545454545
"924",924,0.0803030303030303
"925",925,0.0886363636363636
"926",926,0.143939393939394
"927",927,0.15530303030303
"928",928,0.216666666666667
"929",929,0.241666666666667
"930",930,0.175757575757576
"931",931,0.138636363636364
"932",932,0.175
"933",933,0.143939393939394
"934",934,0.125757575757576
"935",935,NA
