Date,SPX,LGTRTRUU ,LGDRTRUU ,LG30TRUU ,CCMP,SPTSX,MEXBOL,IBOV,IPSA,MERVAL,IGBVL,FTSE 100,CAC 40,DAX ,IBEX ,FTSEMIB ,AEX ,OMX,RTS,SMI,NKY ,HSI,KOSPI ,TWSE ,JCI ,FBMKLCI ,ASX,NZSE,STI ,CL1 ,HG1 ,GOLD,S1
1/17/01,0.00212339883708048,-0.00242658671709962,0.00109805210439178,0.00374091265618568,0.02423284086102800,0.01536623627948280,0.01251578721129710,0.02772293607902790,0.00779314951372578,0.01465899805650520,0.00529927674814110,0.01858253736518190,0.02102473509779810,0.02287830274459160,0.03016057407238530,0.02624965291818590,0.01641954447231530,0.03871798073937220,0.03998900821636320,0.01245701329980460,0.00610450712814922,-0.00663977808214450,-0.01265808020563400,0.01872022298659900,-0.00102198973889693,0.00052982472871722,0.00441159407723902,0.00625926214852171,-0.00097250650937203,-0.02304326370913110,0.00545290657414813,0.00000000000000000,-0.00999745238221803
1/18/01,0.01381939047725240,0.00682980571193217,0.00549141229026063,0.00508256522257142,0.03144847489227700,0.00221616087553300,0.01891268874647520,0.01903926091141630,0.01369069980849970,0.02657392265502850,0.00473909999956259,0.00201494349764466,-0.00407519136896527,-0.00265179090976718,0.00504707182088394,-0.00234991435838078,-0.01289632791043570,0.00893182233924020,-0.01128103938257240,-0.00458863454343091,0.01498055540821110,0.01736113780901220,0.01370158448676290,0.01342091748097370,0.00404327815244851,0.00626299193672135,0.01104990710872420,0.00288670601739663,-0.01419839000574960,0.02831163282589140,0.04026594871676630,0.00378716604892493,0.00158520508756603
1/19/01,-0.00403641493428392,-0.00286899841282540,-0.00203930381375933,0.00032917736893478,0.00068244969582384,0.02901611078312340,0.01174644117004880,0.00049241760631886,0.00044882453257611,0.00469971277824979,0.01101586851201960,-0.00009662458136858,-0.00246542677390444,0.00237369808359639,-0.01151498519577040,-0.00476148595216220,-0.00820312769788002,-0.00322145749384486,0.02295382306138980,-0.00934266793319664,0.00826906586092366,0.02573380451745430,0.02570760039373540,0.00000000000000000,-0.01156428554573210,0.01535121047642020,0.00657379991416963,0.01247942227560610,0.00798142767015234,0.05556985115481080,-0.01638421671337910,0.00075571513137515,-0.00582474508887118
1/22/01,0.00026811248969000,0.00168852834369230,-0.00006529571278354,0.00080083439469784,-0.00451134840950380,-0.00438681161435512,0.00057103847607405,-0.00792747701805809,0.00609513877494241,0.00176381940979792,0.00529078953738844,0.00364914039366524,0.00631455934112359,0.00352230089381761,0.00637808987799736,0.00182192432056879,-0.00006360716218780,-0.00637415511205170,-0.03348542970986280,0.00166477141493010,0.00309048214077262,0.01034698028434450,0.01229941019700900,0.00000000000000000,0.01531135466931500,0.02353652481681190,0.00245433976849626,0.01083501037007690,0.00137074625207817,0.00000000000000000,0.00000000000000000,0.00827539046467926,0.01266507694326670
1/23/01,0.01294731954591080,0.00051747802602714,-0.00027083067390132,0.00293256156683621,0.02946822019232030,0.01607447416220130,0.01689816721328940,0.02501053036387660,0.00208673502683838,0.02150177031917360,0.00830668489922716,-0.00277985508457887,-0.00734147664301483,0.00707751690841705,0.00807177487344402,-0.00671930374747213,0.00265216338411736,-0.01629571271204900,0.01350173529991260,0.00171270935329943,-0.00340935217105037,-0.00342589252016671,0.00000000000000000,0.00000000000000000,-0.00519403171656345,0.00000000000000000,-0.00942578796921701,-0.00677039291638875,0.00120104240477784,-0.08489551144633090,0.00117924541967565,-0.00149953167742508,-0.01798990315633050
1/24/01,0.00286270243578804,-0.01094333681692600,-0.00520225094885666,0.00245528434742167,0.00658301117234769,0.00402692334214827,-0.01041634220324950,-0.00339120572813620,-0.00643434843016551,-0.01179030149317340,-0.00065145066401985,0.00796536012627341,0.01032202383436990,-0.00234416761353226,0.00156307224922828,0.01299186626120100,0.00857520355978801,0.01563148153518610,0.03401305661285590,0.00644389114609187,-0.00653415165777082,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00293980108687962,0.00000000000000000,0.00260615469333567,-0.01007216967627720,0.00000000000000000,-0.01774185056646560,-0.01603835982342550,-0.00696473403571454,0.00319829696937670
1/25/01,-0.00498933730536571,0.00430381193501412,0.00359208009112515,0.00177713993047197,-0.03736831242491720,-0.01328333826977660,-0.00489961553039985,0.00000000000000000,-0.00239128537543465,-0.01073524323005930,-0.00901640661800551,-0.00140575103021819,0.00580652244009163,0.00309956360035215,0.00156063286680677,0.00087056491764506,0.00031444563494102,0.02009438670113290,0.01330926935217720,0.00477447822417048,-0.00651337322847516,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00039084183751996,0.00000000000000000,0.00732856595868758,-0.00436213455536976,0.00000000000000000,0.01061472044839450,0.00239234563861990,0.00094401970571555,-0.00801500416792878
1/26/01,-0.00188758599950045,0.00052065494085663,0.00081454177875966,0.00287095920132247,0.00976237886277197,-0.00274785360671537,0.02167705378255590,0.00657811322531746,-0.00215122215107513,-0.00380091299306843,-0.00768539400271623,0.00616739936870424,-0.00152778627223074,-0.00481126544502281,-0.00414398702024780,-0.00409153980963348,-0.00562777848741233,-0.04340125801322970,0.01203390723468450,0.00791544390213784,-0.00780528947862674,0.00000000000000000,-0.05861353679000280,0.00000000000000000,-0.00082022457645443,0.00563776824595570,0.00000000000000000,-0.00009968456962327,-0.00247490845424960,0.01386797128137010,0.00357782134788390,-0.00719700076195480,-0.01241581401245860
1/29/01,0.00678163180442939,-0.00089761384651953,-0.00095982495854218,0.00328615394022059,0.02030092994111610,0.01560127849741500,0.00017759194713923,-0.00031700390761720,-0.00262818522011395,0.00966392483287503,-0.00407879909075868,0.00359994996793561,-0.00638592531018338,0.00829386525751210,-0.01399224425043990,-0.00338873067472986,0.00727699783823799,0.00618575908708632,-0.03288764597836860,-0.00052243355709178,0.01083618009506070,0.00346005497631398,0.00809584736076475,-0.02912253639462130,-0.00900420621214447,0.00669029340171851,-0.00126889883730879,-0.00022788776626175,0.01260580501028390,-0.02413851688554820,-0.00896866998276038,0.00000000000000000,-0.00108695662875674
1/30/01,0.00698348285374281,0.00414265414098942,0.00373025818251381,0.00210951323934640,0.00000352317988113,0.00495427433943907,0.01527271160558630,-0.00903225713857325,0.00314786960309788,0.00227917106733151,0.00740223867764914,0.00276647214340766,0.00495551647100406,-0.00172865503015967,0.00863605569514010,0.00672135881650208,-0.00361612871251341,0.01115056371412980,0.00300504045879641,0.00123101424994599,-0.00134649103367505,-0.01292492664392130,-0.00875514903205565,0.01960218126684460,0.00789271221873284,0.00392361253418025,0.00533256188632119,0.00754956188362326,0.00998442761159649,0.00000000000000000,0.01015843811834910,0.01077617007215780,0.00271517951221811
