"","bloack","america","europe","asia","oceania","commodities","bonds","all_indices"
"53",53,4.45014932725754,4.20664323850848,4.5323674493551,1.03811919178887,2.73706962319416,1.75249388959701,20.2929016445939
"54",54,4.59558886113589,4.1943964657133,4.52909509717982,1.05901870130854,2.79461441475793,1.70040245090886,20.221724044539
"55",55,4.60519556903427,4.28452241171735,4.53698508264133,1.06933971805316,2.75520288149569,1.63732367410444,20.4328474490313
"56",56,4.63751129000387,4.30735630188327,4.44550842737865,1.13044428273791,2.59834831905773,1.72615174226074,20.6216321855655
"57",57,4.53395258634262,4.1916080718205,4.48700930212485,1.1018294545249,2.58027924299011,1.74178405910639,20.4742322490627
"58",58,4.38665758348801,4.14192415511592,4.62971160372629,1.05002250679592,2.58464952242024,1.81185381548133,20.5479040546193
"59",59,4.47198798085758,4.15478338121755,4.78325707212282,1.04593484149685,2.66282861896588,1.71359328658239,20.7460987579881
"60",60,4.50595666252604,4.48774344438658,5.10836121025836,0.943379246752186,2.54504533360935,1.70500239702248,21.6902815052687
"61",61,4.03919651074692,4.25647089238222,4.9764681193659,0.89081712682985,2.59782340936874,1.63762284882639,20.7013847114029
"62",62,4.02590159378296,4.27580592498598,4.77968480919014,0.828408100341186,2.5907993248572,1.65266493959328,20.3602210148532
"63",63,4.05722869438163,4.22325677604745,4.732950345867,0.831538406431812,2.73901143900574,1.60380507710766,20.1856190120498
"64",64,4.00861964878524,4.25176738556699,4.64804959353741,0.918181044608744,2.86987615855419,1.7385064621463,19.9496265041889
"65",65,4.08365838456932,4.47528606764757,4.44635088529695,0.916392407509098,2.83753819333219,1.77926837913204,20.1302134493572
"66",66,4.10548641445393,4.23493201760884,4.72030275079665,0.95087035557702,2.92953644707945,1.77047504742873,20.3591059665616
"67",67,3.97775426318718,4.17838555266391,4.30656820123986,0.887340316413442,2.90303596728314,1.80042474282302,19.5490003169299
"68",68,4.23344262994665,3.93408046021695,3.87196887235681,0.860478708162308,2.92772771966543,1.69259567722225,18.6820988218091
"69",69,4.34871642068656,3.66370210369226,3.68013556478387,0.914728286964477,2.86485750670218,1.76279113320724,18.5428849185364
"70",70,4.55323065680405,3.58481093073867,3.56338579220488,0.920817847380254,2.73332730337723,1.71664522575944,18.3222260802812
"71",71,4.43074272251673,3.44793994244133,3.40402592782275,0.884466104855349,2.9019129542351,1.59792651629931,17.8412397680494
"72",72,4.08264288613643,3.54147841985382,3.27455611893196,0.786902083837099,2.74340953290206,1.42058996502667,17.0428442956728
"73",73,4.21093664997005,3.58863941031591,3.30912925093583,0.803013208501489,2.79846070955758,1.40229254674206,17.4034999137786
"74",74,4.09804325955162,3.48708979403947,3.31236795368825,0.77091937967505,2.74399368263057,1.30955799817279,16.7818381249016
"75",75,4.03866242181919,3.57651814758744,3.38210818045998,0.763665394332522,2.72529179666833,1.29376537957903,16.9313688596732
"76",76,3.74433031533421,3.55416286012744,3.48141406384214,0.7769510233924,2.66665062888678,1.33619712469748,17.0927174769183
"77",77,3.79831155344306,3.5194842170228,3.62893541084433,0.722805841083334,2.6209679509111,1.20452999127881,17.0517143163916
"78",78,3.75897855956932,3.59384943557744,3.7912766617199,0.729661600223625,2.58574876218722,1.2796744139243,17.2669301150923
"79",79,3.81276464365949,3.39322769512235,3.81594316321615,0.772313523216257,2.65157274346612,1.32179661057491,17.2604840150364
"80",80,3.99251993377398,3.41184715150269,3.84566235265209,0.873340898353589,2.90473159207959,1.36089354290628,17.9112495298704
"81",81,3.82150040778441,3.32277771131909,3.72453163088398,0.829485129054841,2.89288886773559,1.39885612676664,17.6596854924656
"82",82,3.88998011513828,3.65869672542209,3.72354089990391,0.875614074558621,2.8634096769331,1.48276237690693,18.4254348784804
"83",83,3.94364817025106,3.40178502667415,3.84401378215319,0.860229582139396,2.853874189076,1.66727694933057,18.0780088061028
"84",84,3.8406591197168,3.37696359232485,3.43572521010612,0.937964997221296,2.8191822806452,1.61905098512515,17.103739870503
"85",85,3.82037247761826,3.49496320525545,3.43608278378412,0.934780599865323,2.92243061920372,1.59952970732649,17.3836949178159
"86",86,3.80566519535723,3.34692283233939,3.46780118741097,0.994339394150051,2.98609045782219,1.54664574395083,17.3819390511195
"87",87,3.71770160195521,3.48723614587061,3.57385977419295,0.983675828755573,2.87645875189558,1.54417465365893,17.4355457604783
"88",88,3.78095857963284,3.71453638777217,3.73192762753653,1.00601820457324,2.80138874728735,1.59601676172576,17.956382084908
"89",89,3.78573238302647,3.76714210108545,3.85549449742643,1.05077140272262,2.74271938150963,1.62034924749763,18.1574716166967
"90",90,4.0351384866609,3.56158865303533,3.94318600617695,1.0361655329541,2.7084173690985,1.64213431304367,18.2776025215845
"91",91,3.98514434266508,3.59663204050145,3.7754734096883,1.03625213314793,2.70247289395963,1.69031616510613,18.0538900891888
"92",92,4.23032570893714,3.57837292340701,4.06432518547503,1.02898195170017,2.6871706289941,1.65330660857472,18.7743398691338
"93",93,4.29242878324697,3.56046275009184,4.15533603697288,1.02396238463502,2.55388834974834,1.60665568519221,18.7890616515838
"94",94,4.22378924750915,3.757199211031,4.30599643627057,0.961218251482898,2.56169845893562,1.69103698231194,19.1261499619507
"95",95,4.03865321115802,3.86698244307398,4.2300285592024,0.976090823785941,2.54665934181787,1.78083042989933,19.0620708517419
"96",96,3.87895974719299,3.83940865430485,4.2301509096699,0.895280593693913,2.60862613102929,1.83813134877133,18.8990431152942
"97",97,3.83433026301665,3.91124079246497,4.37987928563101,0.864256336402909,2.71220502586684,1.84452299006019,18.9167338350027
"98",98,3.64394471139557,3.96193994168644,4.162130077997,0.911295238475848,2.75838124742163,1.83981791995239,19.0819077003451
"99",99,3.65792823461204,4.17527280839646,4.14569066459592,0.942871819518023,2.71360702049706,1.74708814565758,19.3680702804955
"100",100,3.6487210219036,4.2169683749769,4.30835510732486,0.904725615558673,2.69340430000679,1.76660828983203,19.5798781113052
"101",101,3.66367411641608,4.1021963533592,4.08395099729726,0.802844757504944,2.76370668184698,1.77743754840125,19.1511219137958
"102",102,3.69504834809691,4.17642491348894,4.01859202790404,0.797464333854742,2.78013950832901,1.78223554536464,19.2791499577822
"103",103,3.95776462999881,4.21978782744151,3.86447386313361,0.775067324257931,2.79307765448164,1.79717615451658,19.5735166832271
"104",104,4.03044551306043,4.2760770611599,3.85713701291345,0.83606972082237,2.75575832969639,1.65793672593517,19.6964495904598
"105",105,3.79334640069577,4.05204476948479,3.63956191442235,0.757014290614276,2.84872709993356,1.48418115385616,18.1586658461967
"106",106,3.76021196534834,3.84559174020926,3.74250347444238,0.706313314352008,2.79179991426675,1.35285848587497,17.8171531892016
"107",107,3.64682266599443,3.58115084862249,3.65277806991535,0.779744370550609,2.87752946160814,1.37668742872855,16.9753306652908
"108",108,3.74554613132852,3.50318599642846,3.5255553967065,0.767960556921353,2.85689660636903,1.33534123535372,16.6279380399242
"109",109,3.75009598070653,3.54815990668497,3.58853289266369,0.867725652304785,2.79500731139424,1.30932490839304,16.8886488255288
"110",110,3.77318958358263,3.53597527617681,3.67807174666997,0.912785731541169,2.77447266766906,1.28765158296188,16.9279705358278
"111",111,3.75355931490411,3.68724406744159,3.75305638463282,0.903933373678155,2.75148367481203,1.31311163730869,16.9040542287185
"112",112,3.77930551637381,3.78584563413388,3.82834702933301,0.938623781286013,2.73533285301292,1.33417873848656,17.2082299253423
"113",113,3.9035986418191,3.81842311496186,3.86645038507678,1.00361841760293,2.5970143212593,1.3061200200567,17.8209661291849
"114",114,4.02581944831703,3.94583501284945,3.96649850914704,0.984411813750213,2.71153948704174,1.38632327539956,18.3611896311396
"115",115,4.10516411688503,4.16332976307677,4.21648219235976,0.959625290212035,2.5567265382318,1.30603361321191,19.0263247066312
"116",116,4.02469567109465,4.27858994667398,4.3655841615299,0.986267171865468,2.6238166322715,1.40129892300282,19.4545025354958
"117",117,3.90110253747761,4.142086898771,4.31933031656701,0.975649632890868,2.70110332217195,1.502980478619,19.2264136363943
"118",118,3.76635963978181,4.09329356103525,4.30358192967114,0.932254420329535,2.71148630753867,1.44415029193099,18.8905728045816
"119",119,3.64363909205277,3.97226225300973,4.10679334123345,0.855367664881324,2.68449983322915,1.49393325733922,18.7962239021646
"120",120,3.61898061173146,4.04674610161651,4.13543721913233,0.889332478464507,2.68681700160838,1.53545330488876,18.7290997034722
"121",121,3.54223004129357,3.92956763673186,3.77646296380022,0.916722732651488,2.71182655456846,1.5871449066395,18.0611765320095
"122",122,3.52579919758683,4.14950844255208,3.67322253993674,0.95021738055516,2.72239183253974,1.57431148500384,18.1031756981569
"123",123,3.74248402866705,4.08883595565288,3.75494734190915,0.959019983146346,2.82370259515307,1.70265633811459,18.5724763838642
"124",124,3.85318038954073,4.16041511353853,3.73729845387589,0.963065945804578,2.82089744017054,1.79894410639195,18.9339822156408
"125",125,3.95685820631221,4.36017027244932,3.74748499238619,1.01515020157121,2.8446272142974,1.76947583940797,19.0383360313717
"126",126,3.96088514790657,4.33801070659057,3.73880161367008,1.04706687966384,2.83296146881943,1.75691742560296,19.1247303802721
"127",127,4.08121265328937,4.44295018567518,3.84890476245548,1.07710539751377,2.93387781320163,1.79433598181102,19.5849260205103
"128",128,4.14025203288006,4.3400128533816,3.8941506142422,1.03389343529252,2.92011256127277,1.83180726308259,19.7732164737588
"129",129,4.23544977650715,4.4885202063533,4.21243513426545,1.01677226570573,2.85620883524169,1.783260725758,20.658713636146
"130",130,4.18121198349163,4.51180349002026,4.38626023963641,0.977612507584621,2.88633654137774,1.77558904807617,20.9382987074537
"131",131,4.12586438665462,4.46998625639616,4.35370475055595,0.977143780060101,2.79113704762435,1.80629386916972,20.9278329132148
"132",132,4.07300256758945,4.47976803224572,4.15499512817771,0.979593530239385,2.77818300254415,1.66219093436935,20.1181409861345
"133",133,4.1117377433485,4.54440280337257,4.01733379476736,0.916738756088286,2.73838840245253,1.53719922161309,19.8632284916178
"134",134,4.12667858265146,4.29878621334547,4.07542814708504,0.891422527279802,2.76419378584871,1.51693235836269,19.8002360228585
"135",135,4.09685566552943,4.19427243705486,4.22687570591606,0.837706705346189,2.64380187314963,1.52545680631383,19.5748661323137
"136",136,4.01807783019511,4.10048259460038,3.99621971485849,0.735954776831968,2.59340535714761,1.55411789304431,19.0945457134037
"137",137,4.01001720172702,4.12142769121516,3.93841644494203,0.750149131203265,2.7567841343503,1.53882874053256,18.9630367451519
"138",138,3.98588406872269,4.17786047608611,3.85331069311147,0.717248783327703,2.70587351444761,1.5319757473241,18.6845717776091
"139",139,3.92442812101349,4.18605173356188,3.72409304545211,0.838228413179311,2.79720158001735,1.51248247671266,18.4910799567492
"140",140,4.06649434614358,3.86827843587419,3.73863239011234,0.85049188350525,2.69907100696054,1.56274900187891,18.4543969344163
"141",141,4.25492704718344,3.82083422782772,3.75569665143339,0.850858527373819,2.63976467389227,1.56662655367056,18.4214182812873
"142",142,4.12624062738898,3.97845302777948,3.83631776896124,0.94193909733469,2.47223406674082,1.71688654818123,18.4088451278148
"143",143,4.33995545711159,4.05900522476333,3.7068620168113,0.976931470395797,2.50281157847001,1.76630333637626,18.6352872035667
"144",144,4.3129147835428,4.01122251283952,3.76601233399392,1.01049025056021,2.43185684844812,1.76876423677946,18.8091920257042
"145",145,4.29728912480384,4.10707189125691,3.71612071811542,0.986399049250852,2.32740951101222,1.73127419777978,18.9209600525953
"146",146,4.12116288113005,4.02975133485779,3.80341470303555,1.02240686157289,2.25362780396157,1.72746907389732,18.546334279079
"147",147,4.24920187575867,4.20600046875163,3.91761401820935,0.957579835924545,2.1631190618255,1.88033703227585,19.0519154780847
"148",148,4.21294979838102,4.78809564216688,4.32661353377133,1.04991450205784,2.3392209321494,1.96601095318952,20.4134723062304
"149",149,4.12729648093977,4.83094366634263,4.30176635365319,1.08621782767692,2.43046133370605,1.97816184844243,20.6254815114166
"150",150,3.86505130464536,4.71268947983335,4.41724013576049,0.998070244184725,2.5579509548106,1.87807662443929,20.4021521999494
"151",151,3.64770344878836,4.67095088770089,4.4491424280157,0.937005568980909,2.59633300300401,1.77770356193787,20.0920747061601
"152",152,3.74260568914504,4.84509357713038,4.81563095325222,0.951892196077611,2.57807986978978,1.77237153689972,20.2664941034312
"153",153,3.66943294444021,4.76470364344645,4.74031675323897,0.972517157267898,2.48456331786591,1.76794888277069,20.0560842844352
"154",154,3.73734472771132,4.74337362534116,4.51489269937856,0.994012488198054,2.56650273767775,1.77338486287377,19.9660115684513
"155",155,3.71708297453746,4.66377262221041,4.42742378682897,0.982837952023761,2.49052840204925,1.67348851249267,19.8486100189439
"156",156,3.48135840605016,4.30667615132927,4.31928909356356,0.9539782732101,2.44205343356085,1.63194204471587,19.0513030594269
"157",157,3.33926578747571,4.01405177730937,4.0937762378181,0.917026346640881,2.48939187238773,1.63682171179685,18.4225429592087
"158",158,3.28591778900994,4.00095795213979,4.08623106058225,0.957876992806291,2.44288513175153,1.74399738580603,18.4950718885982
"159",159,3.22695446640832,3.8632079831371,3.98224387975214,1.06187322806922,2.44747463536833,1.85742503399516,18.4543213365689
"160",160,3.16089251302636,3.86031953432229,4.13762281492914,1.11916010441133,2.45693598384969,1.89622176815951,18.3302940771537
"161",161,3.18515713942444,3.78417955732108,4.24823634734608,1.10647879026987,2.53781068511855,1.88585165923401,18.1384368802583
"162",162,3.28660866342696,3.7516677759697,4.45558606627012,1.09331224578185,2.42449423132262,1.82547679456034,18.3875309035436
"163",163,3.34447740452746,3.58791160366736,4.32300702776253,1.04222149860917,2.36414737090079,1.76938032812438,18.1430263242897
"164",164,3.29429743836152,3.24111407593604,3.99051310500627,0.899871346132345,2.45457889152911,1.58005296847852,16.9687710236119
"165",165,3.321796298444,3.2643291615867,3.98851817486817,1.02934989881248,2.44235388653002,1.43540861730101,16.7594999451094
"166",166,3.19203153051705,3.29945661508444,3.68546228984942,0.924247823860003,2.36380875687975,1.31849921912776,15.8503023129443
"167",167,3.19827011619213,3.34447759191065,3.81087384489737,0.935038381595065,2.39282597144177,1.22426835914676,16.0310005222551
"168",168,3.05990891229503,3.32120587173541,3.6721886800175,0.922940103277587,2.26546130207263,1.24158668954303,15.7951458646049
"169",169,2.91308776494548,3.22240458986147,3.65362951839846,0.914648621491912,2.17647009644935,1.24615849442379,15.5014372571064
"170",170,2.91572728056787,3.14994134797312,3.54740275775341,0.943100946710913,2.31533626922254,1.21200531832957,15.3336023435717
"171",171,2.93874886465197,3.09773224526785,3.57009220764289,0.951436220076479,2.3193938552925,1.24832296912395,15.4001062593759
"172",172,3.34558240223782,3.44676495672698,3.6141094852979,1.02148842102331,2.27658535669323,1.40886336435818,16.8592614405121
"173",173,3.32476429757905,3.58421935144948,3.85263783608168,0.914537202806277,2.20431136839421,1.60987110920939,17.4441687414472
"174",174,3.40228960446444,3.9336130654981,4.16803574687648,1.16237385084426,2.35377976438954,1.62780796274425,18.5070037235299
"175",175,3.43086072335949,3.86519461312788,3.90721506119814,1.09867528229919,2.44260548118445,1.66014749635382,18.2259558105157
"176",176,3.66194682015061,3.82735825203562,4.19540394783051,1.03511550130129,2.53268078767376,1.66125547312451,18.9494151118882
"177",177,3.76538565406334,3.84645587800807,4.10032165347722,0.906944305644012,2.58005788845909,1.59072933727997,18.9367446673217
"178",178,3.62384887856986,3.85449116110056,4.23101396338111,0.872020735194178,2.52893790209202,1.55677164532286,18.8925770474864
"179",179,3.5707714379061,3.91252109358897,4.18656603090137,0.90696622440913,2.65389653236449,1.54699620021184,18.700986971104
"180",180,3.60975275542623,3.78879080649187,4.1784950631515,0.884288007100974,2.79932323825083,1.49352540872019,18.6574377527397
"181",181,3.59451236007513,3.76579351824942,4.05904125972657,0.889714765917869,2.8259434365738,1.52612673183628,18.4796078279603
"182",182,3.63757220488569,3.75740202824776,4.08698765112048,0.84163542291128,2.83977055064061,1.60125084899904,18.7507416341141
"183",183,3.66576641565097,3.92122738067708,4.40902962132485,0.902332047482211,2.84953988344842,1.63133538443988,19.4082065173987
"184",184,3.56269165786724,4.01161701127151,4.33352612245547,0.975454681178162,2.8366681745991,1.54591686065058,19.1843190738952
"185",185,3.75059129256193,4.06020800301431,4.24415828936042,1.11278396713932,2.78798061849717,1.52354448822128,19.5499672225588
"186",186,3.87832987846774,4.02477471921183,3.94958278567652,1.10601315574205,2.58315824287486,1.63995345042004,19.1937966724281
"187",187,3.79620650763496,4.0312094976524,3.67417497839161,1.11240247110057,2.52621490121502,1.61038473688725,19.0216596201388
"188",188,3.82913191151993,3.81766864500374,3.42735118581201,1.11109672681288,2.48165145994206,1.60745174202367,18.0946501666105
"189",189,3.95759615233831,3.82506134638012,3.39847205272424,1.01603135122366,2.61660742242246,1.55148243288926,18.0178367332627
"190",190,3.8552773444647,3.89543572611539,3.43492340166969,0.979998938859231,2.55655075224825,1.48283013844844,18.0599363928876
"191",191,3.89391340460709,3.84772543888224,3.45513949131643,0.952403753273888,2.60538874230896,1.41731033866158,18.0531965209396
"192",192,3.88596168117938,3.86497557038978,3.43095246712564,0.951942519609213,2.52943949617959,1.52567007071432,17.9221381843655
"193",193,3.9884649920332,4.19924869424095,3.79646779595684,0.951725865878572,2.52563028039134,1.59746961302822,18.9785734856897
"194",194,3.81120989499121,4.13442651742247,3.86339766482529,0.923640258171541,2.55962931015364,1.5592904314223,18.8895959087148
"195",195,4.1100548054337,4.07019926947902,3.96088506706457,0.867637525257342,2.53782686057437,1.49312596681078,19.0718228433286
"196",196,3.96223716924453,4.32668845239794,4.1297009693963,0.881913107081643,2.47728111600829,1.6000703106217,19.3085650311071
"197",197,3.8738644909027,4.38364239814241,4.31654698655768,0.971260143239788,2.55316931856995,1.62161738284017,19.7829618824453
"198",198,3.5251393320948,4.40129639175409,4.39373667672368,0.954993886454305,2.60515318255051,1.63959436549101,19.3247104348361
"199",199,3.66098843981975,4.34003158075398,4.47450026696317,0.97533398998534,2.5844694791974,1.72865643827926,19.7390271552669
"200",200,3.7793512514364,4.37286725185244,4.54609828702953,0.934132862037267,2.6923179662648,1.77484645501295,19.9983933889439
"201",201,3.73432870782997,4.23011984066738,4.49821605394312,0.910159649689396,2.69804611864657,1.75607601764556,19.8121218552768
"202",202,3.75565224895543,4.33155233437594,4.46890886046148,0.896213067110061,2.72626703417487,1.84976751068251,19.7255363614798
"203",203,3.70609727250963,4.3896594113957,4.53683540440258,0.903931764033116,2.75939777711555,1.94074588385057,20.1844500462397
"204",204,3.81492541306952,4.26718252601143,4.49816764219889,0.852187671000899,2.72923113657581,2.08778646948958,20.2187613788267
"205",205,3.8555175674147,4.42542172541569,4.36306068823701,0.814412863724483,2.56342575528823,2.07498652942975,20.3120637582465
"206",206,4.03685437552536,4.29988677773083,4.20969232428061,0.867875545548292,2.55978364257074,2.11330061581626,20.3335498327485
"207",207,3.93896948828631,4.46418648752442,4.245950914372,0.873013440096213,2.43302970787986,2.08411844097461,20.2271314938159
"208",208,4.06686401776739,4.16365072112756,4.29004613180969,0.850595027962963,2.40609050791858,2.01798019481001,19.9021611572431
"209",209,4.12153282186497,4.1727942360204,4.14329738285849,0.845278978501903,2.2948294711666,1.96611703297026,19.8853583866161
"210",210,3.94449309673296,4.24536410961523,4.07183551410741,0.833414060325829,2.20260000284517,1.81871399550849,19.2293078494682
"211",211,4.05796677946469,4.2594702496059,3.9712628566459,0.841905518999283,2.27951783390643,1.75672684214408,19.480167750167
"212",212,4.06310538785923,4.32228176829843,3.95228631099074,0.856707192718439,2.37364997361866,1.74392073025912,19.4717682777548
"213",213,3.73299832002553,3.80368582209462,3.60847190881587,0.686332328134493,2.2997802426314,1.63047177689323,17.3792501906134
"214",214,3.79147352904472,3.90387898839778,3.7097724519913,0.623719870502389,2.37736203257559,1.57201131290578,17.6670501153139
"215",215,3.69300860433832,3.96896436825704,3.68019822175887,0.674157094882098,2.47344428975972,1.61147393767617,17.776164259781
"216",216,3.62719525631575,4.08342452874477,3.70820893112917,0.739466254961085,2.50593128022564,1.64153293844608,17.7741206775512
"217",217,3.59707511337423,3.85677047462898,3.82435917669154,0.771472585155828,2.4608100135773,1.61290898092698,17.6473589253602
"218",218,3.81093171122584,3.90803768123407,3.86517960277183,0.800686136206207,2.46640015025637,1.68645189822504,18.0238127592495
"219",219,3.72975381232309,3.80672519651814,3.93836006632455,0.818985397823461,2.47893877493511,1.76092009148926,18.1245498687147
"220",220,3.84073752861635,3.73448824457748,3.94563122383038,0.80652245877599,2.52241551562536,1.74347586731823,18.1588318304915
"221",221,4.12788129787478,4.11812673205497,4.63182660336234,1.05222989190091,2.62395920089488,1.91916214703605,20.459693598958
"222",222,3.91198420244026,4.34280919601877,4.75491463040033,1.03613313675997,2.59061081853877,1.95296386273227,20.6824668103385
"223",223,4.13340338436648,4.03948050486442,4.48025455868516,1.02938019199475,2.60092242618921,1.73330650272615,20.2505459959044
"224",224,4.13345528334604,4.13515937742258,4.48252439378425,0.967686133724324,2.62147034885375,1.77394491459188,20.1660563476812
"225",225,4.14982278863314,3.97264672422503,4.29372552041753,0.920946885623385,2.64101591097658,1.76564346556163,19.8620943402595
"226",226,4.04354832078912,3.99561083458768,4.40818032049236,1.00361080899643,2.71755523275859,1.72718806643422,19.9830899533793
"227",227,4.1650650717318,4.25905665002664,4.56141664737394,1.02233166742837,2.64656291266057,1.43400696559689,20.1975287343385
"228",228,4.1047971835977,4.37151422707459,4.59927214735749,1.03231540215422,2.71165898975333,1.47805309453693,20.338291483362
